R1,F1,M1,R2,F2,M2,R3,F3,M3,R4,F4,M4
1.041392685,0,3.302945803,0,0,0,0,0,0,0,0,0
0,0,0,1.799340549,0.301029996,3.587076807,0,0,0,0,0,0
0,0,0,0,0,0,0.954242509,0,3.133538908,0,0,0
1.505149978,0,3.179842713,2.100370545,0,3.156222197,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.139879086,0,3.6787818
1.477121255,0.301029996,3.526784861,0,0,0,0.77815125,0,3.395970697,0.698970004,0,3.626694535
0,0,0,0,0,0,0,0,0,1.176091259,0,3.017196484
1.875061263,0,3.751355717,0,0,0,0,0,0,2.071882007,0,3.573656945
0,0,0,0,0,0,0,0,0,2.033423755,0,2.931339283
0,0,0,0,0,0,0,0,0,2.158362492,0.301029996,3.649961075
0,0,0,0,0,0,0,0,0,2.164352856,0,3.44667545
1.73239376,0,3.149295725,0,0,0,0,0,0,0,0,0
2.089905111,0,3.852278116,0,0,0,0,0,0,1.176091259,0,3.017196484
0,0,0,0,0,0,1.792391689,0.301029996,2.858824466,2.178976947,0.301029996,2.897277116
0,0.301029996,3.950423709,0,0,0,0,0,0,2.245512668,0,3.6787818
2.041392685,0,3.077488135,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.113943352,0.301029996,3.434568904,0,0,0
0,0,0,1.908485019,0.301029996,3.267048676,0.954242509,0.698970004,3.878687794,0.77815125,0.477121255,3.944453348
0,0,0,1.973127854,0.477121255,4.045815878,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.201397124,0.301029996,3.587471795
1.995635195,0,3.852278116,0,0,0,1.531478917,0,3.130922206,0,0,0
0,0,3.607445533,0,0,0,0,0,0,0,0,0
0,0,0,1.740362689,0.301029996,3.426847698,0,0,0,0,0,0
0.903089987,0,3.457454962,0,0,0,0,0,0,1.612783857,0,3.414484116
0,0,0,1.819543936,0,3.510764622,0,0,0,0.903089987,0,3.318226479
1.949390007,0,3.674401476,0,0,0,1.462397998,0,3.755293519,0,0,0
1.929418926,0,3.138204664,2.204119983,0,2.714808585,0,0,0,0,0,0
1.880813592,0,3.138204664,2.204119983,0,2.714808585,0,0,0,0,0,0
0,0,0,2.021189299,0,3.172705261,0,0,0,0,0,0
2.206825876,0,3.429391449,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.806179974,0,3.097725445,0,0,0
0,0.301029996,3.382857752,1.230448921,0.698970004,3.91716143,0,0.301029996,3.426993929,0,0,0
0,0,0,1.612783857,0,3.409187392,0,0,0,0,0,0
2.025305865,0,3.213775821,2.146128036,0.477121255,3.749162805,0,0,0,0,0,0
0,0,0,2.187520721,0,3.169302314,0,0,0,1.755874856,0,3.100703083
1.477121255,0,3.179842713,1.799340549,0,3.355710667,0,0,0,0,0,0
0,0,0,0,0,0,1.431363764,0,3.097725445,0,0,0
1.698970004,0.301029996,3.544855648,0,0,0,1.342422681,0.477121255,3.849439352,0,0,0
2.103803721,0.477121255,3.62020273,0,0,0,0,0,0,0,0,0
1.919078092,0,3.673684746,1.544068044,0.477121255,4.184750338,0,0,0,2.053078443,0,3.630133781
0,0,0,0,0,0,1.763427994,0,3.407626509,0,0,0
0,0,0,2.201397124,0,3.076439257,0,0,0,0,0,0
0,0,0,0,0,0,1.707570176,0.301029996,3.45304196,0,0,0
2.238046103,0,3.375156861,0,0,0,0,0,0,0,0,0
0,0,0,1.69019608,0,3.480649404,0,0,0,0,0,0
2.260071388,0,3.520908766,0,0,0,0,0,0,0,0,0
1.77815125,0.301029996,3.950109503,0,0,0,0,0,0,2.075546961,0,3.327990176
0,0,0,0,0,0,0,0,0,2.053078443,0,2.969554195
1.477121255,0,3.480872708,0,0,0,0,0,0,0,0,0
2.238046103,0.77815125,4.092105931,1.672097858,0,3.723687452,0,0,0,0,0,0
0,0,0,2.198657087,0,3.076439257,0,0,0,0,0,0
0,0,0,1.73239376,0,3.133538908,0,0,0,0,0,0
0.77815125,0.602059991,3.724038179,1.86332286,0.477121255,3.573503546,1.113943352,0.477121255,3.753446457,0,0,0
0,0,0,2.100370545,0,3.379124146,0,0,0,0,0,0
0,0,0,1.973127854,0,3.680154142,1.982271233,0,3.66530178,0.602059991,0,3.626694535
0,0,0,1.84509804,0.301029996,3.265008614,1.995635195,0,3.139879086,0,0,0
0,0,0,0,0,0,0,0,0,2.1430148,0,3.6787818
0,0,0,0,0,0,0,0,0,1.954242509,0.301029996,3.591366693
2.100370545,0,3.106616335,0,0,0,0,0,0,0,0,0
1.531478917,0,3.39707055,1.954242509,0,2.662948622,0,0,0,0,0,0
1.477121255,0,3.656963967,2.089905111,0,2.714808585,0,0,0,0,0,0
0,0,0,2.064457989,0,3.089745848,0,0,0,0,0,0
1.662757832,0.301029996,3.58507701,1.301029996,0.301029996,3.508912891,0,0,0,0,0,0
1.477121255,0,3.179842713,0,0,0,0,0,0,0,0,0
1.86923172,0,3.113622157,0,0,0,1.431363764,0,3.134810742,0,0,0
0,0,3.156424966,0,0,0,0,0,0,1.51851394,0,3.414484116
0,0,0,1.799340549,0,3.355710667,0,0,0,0,0,0
1.431363764,0,3.744720509,0,0,0,0,0,0,0,0,0
0,0,0,1.653212514,0.301029996,4.140069877,0,0,0,0,0,0
1.612783857,0,3.130324279,2.222716471,0,3.380211242,0,0,0,0,0,0
1.991226076,0,3.112130326,0,0,0,0,0,0,0,0,0
1.041392685,0.477121255,3.541851404,1.748188027,0,4.108157396,0,0,0,0,0,0
2.240549248,0.301029996,3.964551686,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.113943352,0,3.133538908
0,0,0,2.068185862,0,3.106300143,0,0,0,0,0,0
0.602059991,0,3.020797488,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.633468456,0,3.980793555,2.222716471,0,3.699679276
2.089905111,0,3.852278116,0,0,0,0,0,0,0,0,0
1.301029996,0,3.130324279,0,0,0,0,0,0,0,0,0
0,0,0,2.23299611,0,3.414365518,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.064457989,0,2.969554195
0,0,0,0,0,0,1.431363764,0,3.133538908,0,0,0
0,0,0,2.155336037,0,3.17356616,0,0,0,0,0,0
0,0,0,2.133538908,0,3.183411103,0,0,0,2.071882007,0,3.419721329
0,0,0,1.991226076,0,3.431117466,0,0,0,1.505149978,0,3.414484116
0,0,0,0,0,0,1.69019608,0.477121255,3.470535234,0,0,0
2.149219113,0,4.454338107,0,0,0,2.255272505,0,3.779719583,1.113943352,0,3.619256475
1.832508913,0.301029996,3.209953826,0,0,0,0,0,0,1.556302501,0.301029996,3.658262194
0,0,0,1.748188027,0,3.142787837,0,0,0,0,0,0
2.198657087,0.301029996,3.871586051,0,0,0,1.707570176,0,4.024911938,0,0,0
2.071882007,0,3.181645527,0,0,0,1.204119983,0,3.407626509,0,0,0
