R1,F1,M1,R2,F2,M2,R3,F3,M3,R4,F4,M4,Y
0,0,0,0,0,0,0,0,3.626694535,0,0,0,N
1.72427587,0.301029996,3.41949416,0.903089987,0.698970004,4.21436015,0.698970004,0,3.927724531,1.838849091,0.301029996,3.788051478,N
0,0,0,2.012837225,0,3.305544385,0,0,0,0,0,0,N
2.033423755,0,3.089745848,0,0,0,0,0,0,0,0,0,N
1.716003344,0,3.380150919,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.857332496,0,3.133538908,N
1.799340549,0,3.142787837,1.204119983,0,3.130922206,0,0,0,1.819543936,0,3.130799164,N
2.23299611,0,3.201377993,1.322219295,0,3.29666519,0,0,0,0.84509804,0,3.341922592,N
0,0,0,0,0,0,0,0,0,2.170261715,0,3.200960356,N
1.792391689,0,3.480649404,1.875061263,0.301029996,3.635370199,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.380211242,0,3.132866542,N
0,0,0,1.785329835,0.602059991,3.762405632,0,0,0,0,0,0,N
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.033423755,0,2.959055554,N
2.049218023,0,3.602166163,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.11058971,0,3.198522983,N
0,0,0,1.643452676,0,3.407626509,0,0,0,0,0,0,N
0,0,0,0,0,0,1.079181246,0,3.017196484,0,0,0,N
1.799340549,0,3.355710667,0,0,0,1.880813592,0.301029996,3.580614739,0,0,0,N
0,0,0,0,0,0,2.045322979,0,3.245512668,0,0,0,N
0,0,0,0,0,0,1.986771734,0,3.747705446,0,0,0,N
2.198657087,0,3.015838581,1.531478917,0,3.609165484,0,0,0,1.886490725,0,3.602186774,N
2.11058971,0,3.504062883,0.698970004,0,3.395970697,0,0,0,0,0,0,N
0,0,0,2.152288344,0.301029996,3.781948795,0,0,0,2.11058971,0.301029996,3.754652516,N
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0,N
0,0,0,1.681241237,0,3.139879086,0,0,0,0,0,0,N
0,0,0,0,0,0,1.792391689,0.602059991,3.741087252,0,0,0,N
0,0,0,0,0,0,1.62324929,0.301029996,3.592328139,1.544068044,0,3.408333676,N
0,0,0,0,0,0,2.149219113,0,3.44667545,0,0,0,N
2.075546961,0.477121255,3.656011384,0,0.301029996,3.580780833,0,0,0,2.212187604,0,3.39624166,N
2.037426498,0.301029996,3.793989831,0,0,0,1.886490725,0,3.626694535,0,0,0,N
0,0,0,0,0,0,2.235528447,0,3.193124598,0,0,0,N
0,0,0,1.698970004,0,3.395970697,0,0,0,1.612783857,0,3.380338025,N
0,0,0,0,0,0,0,0,0,2.187520721,0,3.43085674,N
2.041392685,0,3.172705261,0,0,0,0,0,0,1.924279286,0,3.185991487,N
0,0,0,2.220108088,0,3.177659592,0,0,0,0,0,0,N
2.187520721,0,3.646423568,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.227886705,0,3.408460537,0,0,0,N
0,0,0,0,0,0,0,0,0,2.021189299,0,3.411049154,N
1.505149978,0,2.662948622,0,0,0,0.698970004,0,3.626694535,0,0,0,N
0,0,0,0,0,0,2.220108088,0,3.09653569,1.633468456,0,3.064697031,N
1.875061263,0,2.662948622,0,0,0,0,0,0,0,0,0,N
1.86332286,0.301029996,3.178180812,0,0,0,0,0,0,0,0,0,N
1.591064607,0,3.723687452,0,0,0,0,0,0,0,0,0,N
1.897627091,0.301029996,3.776652778,0,0,0,1.612783857,0,3.892257747,0,0,0,N
0,0,0,0,0,0,0,0,0,2.206825876,0,3.39624166,N
1.954242509,0,3.409187392,0,0,0,0,0,0,0,0,0,N
0,0,0,1.959041392,0.477121255,3.634142502,0,0,0,0,0,0,N
1.72427587,0.602059991,3.635356552,1.73239376,0.477121255,3.671342304,0,0,0,1,0.602059991,3.687301272,N
0,0,0,0,0,0,0,0,0,0.84509804,0.301029996,3.553142693,N
0,0,0,1.204119983,0,3.407626509,0,0,0,0,0,0,N
0,0,0,0,0,0,1.113943352,0,3.017196484,1.995635195,0,3.43085674,N
0,0,0,0,0,0,2.064457989,0,3.138173761,0,0,0,N
1.880813592,0.477121255,3.535863521,0,0,0,0,0,0,0,0,0,N
2.187520721,0,3.169302314,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.11916598,0,0,0,N
2.123851641,0,3.431117466,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.049218023,0,3.115372737,0,0,0,N
0,0,0,0,0,0,0.698970004,0,3.626694535,0.477121255,0.301029996,3.657108697,N
2.238046103,0,2.714808585,0,0,0,0,0,0,1.857332496,0,3.39707055,N
0,0,0,0,0,0,1.662757832,0.477121255,3.823178644,0,0,0,N
0,0,0,1.301029996,0,3.130922206,0,0,0,0,0,0,N
2.089905111,0,2.829057474,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.591064607,0,3.05300157,0,0,0,N
0,0,0,0,0,0,2.064457989,0,3.115372737,0,0,0,N
0,0,0,0,0,0,0,0,0,2.045322979,0,2.959055554,N
1.51851394,0,3.638647608,0,0,0,0,0,0,0,0,0,N
1.880813592,0,3.133538908,1.301029996,0,3.407626509,0,0,0,0,0,0,N
1.799340549,0,3.656740663,1.982271233,0,3.364271784,1.832508913,0,3.11916598,1.568201724,0,3.185991487,N
0,0,0,0,0,0,2.053078443,0,3.115372737,0,0,0,N
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0,N
2.037426498,0,3.431117466,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0.77815125,0.301029996,3.791076698,0,0,0,N
1.62324929,0,3.556242178,1.568201724,0,3.259610166,1.954242509,0.301029996,3.383180243,2.049218023,0,3.200074488,N
1.380211242,0,3.810727602,0,0,0,0,0,0,1.812913357,0,3.679800985,N
2.206825876,0,3.377469253,0,0,0,0,0,0,2.225309282,0,3.202461735,N
1.832508913,0,3.133538908,0,0,0,0,0,0,1.857332496,0,3.132866542,N
1.51851394,0,2.662948622,0,0,0,0,0,0,0,0,0,N
1.146128036,0.301029996,2.681910791,0,0,0,1.72427587,0.477121255,3.76189381,0,0,0,N
2.100370545,0,3.379124146,2.260071388,0,3.700063886,1.832508913,0,3.626694535,0,0,0,N
2.008600172,0,3.431117466,0,0,0,1.544068044,0.698970004,4.101956776,0,0,0,N
0,0,0,0,0,0,0,0,0,2.250420002,0,3.697271656,N
1.826074803,0,3.142787837,0,0,0,0,0,0,1.959041392,0.301029996,3.093759522,N
0,0,0,0,0,0,0,0,0,1.995635195,0,3.411049154,N
1.819543936,0,3.457329851,1.079181246,0,3.29666519,0,0,0,2.230448921,0.301029996,3.384529625,N
0,0,0,0,0,0,0,0,0,1.897627091,0,3.39707055,N
0,0,0,0,0,0,2.079181246,0,3.39707055,1.568201724,0,3.050815115,N
1.913813852,0.602059991,3.769468998,1.477121255,0.602059991,3.993363936,1.414973348,0,3.530122825,0,0,0,N
2.123851641,0,3.13008747,0,0,0,1.113943352,0,3.017196484,0,0,0,N
0,0,0,1.672097858,0,3.546542663,0,0,0,0,0,0,N
0,0,0,1.69019608,0,3.395970697,0,0,0,2.08278537,0,3.39707055,N
1.986771734,0.301029996,3.473876488,1.832508913,0.301029996,3.832802206,0.602059991,0.698970004,4.215264931,1.633468456,0.301029996,3.804882868,N
0,0,0,2.149219113,0,3.155354746,0,0,0,0,0,0,N
0,0,0,0,0,0,2.053078443,0,3.115372737,0,0,0,N
2.195899652,0,3.169302314,0,0,0,0,0,0,1.851258349,0,3.132866542,N
0,0,0,2.08278537,0,3.269512944,2.181843588,0,3.193124598,0,0,0,N
0,0,0,1.740362689,0,3.139879086,2.064457989,0,3.39707055,1.770852012,0,3.39707055,N
1.505149978,0,3.114375467,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.033423755,0,2.931339283,0,0,0,N
0,0,0,1.643452676,0.602059991,3.936513742,0,0,0,0,0,0,N
2.187520721,0,3.070897347,0,0,0,0,0,0,0,0,0,N
1.662757832,0.301029996,3.641186767,0,0,0,1.913813852,0,3.590575375,0,0,0,N
0,0,0,1.204119983,0,3.130922206,0,0,0,0,0,0,N
1.579783597,0.301029996,3.634257592,1.602059991,0.301029996,3.600972896,0,0,0,2.071882007,0.301029996,4.150598138,N
2.012837225,0.301029996,3.172705261,1.633468456,0.301029996,3.565215595,1.322219295,0.301029996,3.420195976,0.903089987,0.477121255,3.788257146,N
0,0,0,1.919078092,0,3.679763559,2.220108088,0.477121255,3.130695897,0,0,0,N
2.139879086,0,3.13008747,0,0,0,2.240549248,0,3.118691333,1.84509804,0,3.013679697,N
0,0,0,1.740362689,0,3.395970697,0,0,0,0,0,0,N
0,0,0,0,0,0,1.544068044,0.301029996,3.716949134,0,0,0,N
0,0,0,1.959041392,0.477121255,3.691274398,0,0,0,1.86332286,0.477121255,3.897536243,N
2.133538908,0,3.484441098,1.785329835,0,3.273816704,1.62324929,0,3.414484116,0,0,0,N
0,0,0,0,0,0,0.698970004,0,3.70608396,0,0,0,N
0,0,0,0,0,0,1.681241237,0.477121255,3.923212922,0,0,0,N
0,0,0,1.84509804,0,3.19723881,0,0,0,0,0,0,N
1.51851394,0,3.178180812,0,0,0,1.146128036,0,3.193287743,0,0,0,N
1.431363764,0,3.142787837,0,0,0,1.544068044,0.698970004,3.821789351,0,0,0,N
0,0,0,0,0,0,1.612783857,0.301029996,3.771518007,1.653212514,0,3.408333676,N
0,0,0,0,0,0,0,0,0,1.934498451,0,3.130799164,N
2.100370545,0,2.714808585,2.230448921,0,3.139879086,0,0,0,0,0,0,N
0,0,0,1.897627091,0,3.547790683,0,0,0,0,0,3.245512668,N
0,0,0,0,0,0,0,0,0,1.959041392,0.301029996,3.403544248,N
1.785329835,0.301029996,3.64832346,1.69019608,0.301029996,4.100325627,0,0,0,1.84509804,0,3.24078829,N
0,0,0,0,0,0,2.164352856,0,3.193772609,0,0,0,N
0,0,0,1.431363764,0,3.395970697,1.462397998,0,3.396469907,0,0,0,N
1.982271233,0,2.714808585,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.278753601,0.477121255,3.993705465,0,0,0,N
1.505149978,0,3.40002763,0,0,0,1.880813592,0.301029996,3.886038804,1.707570176,0,3.365727026,N
0,0,0,0,0,0,0,0,0,1.959041392,0,3.136951054,N
0,0,0,0,0,0,1.86923172,0,3.414484116,2.029383778,0,3.828796749,N
2.230448921,0,3.502407989,2.190331698,0,3.164283539,0,0,0,1.924279286,0.301029996,3.365113432,N
0,0,0,0,0,0,0,0,0,0.301029996,0,3.185991487,N
0,0,0,0,0,0,0,0,0,2.029383778,0,3.139879086,N
0,0,0,1.462397998,0.602059991,3.713551858,1.62324929,0.477121255,3.998903991,0,0,0,N
1.748188027,0.301029996,3.41201154,1.991226076,0,3.78266564,0,0,0,0,0,0,N
0,0,0,1.897627091,0,2.972786708,0,0,0,1.86332286,0,3.064697031,N
2.133538908,0,3.13008747,0,0,0,0,0,0,0,0,0,N
1.491361694,0,3.510764622,1.568201724,0,3.431952202,0,0,0,1.568201724,0,3.607920419,N
0,0,0,0,0,0,0,0,0,1.959041392,0,3.39707055,N
1.792391689,0.477121255,3.661639469,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.672097858,0.301029996,3.627803894,2.029383778,0,3.710338155,N
0,0,0,0,0,3.395970697,0.77815125,0,3.626694535,0,0,0,N
0,0,0,0,0,0,2.033423755,0,3.695252975,0,0,0,N
2.184691431,0,2.714808585,0,0,0,0,0,0,0,0,0,N
0,0,0,1.146128036,0.301029996,3.134493132,0,0,0,0,0,0,N
2.021189299,0.477121255,4.118877272,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.681241237,0.698970004,4.219575729,0,0,0,N
2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0,N
1.86332286,0.477121255,3.781005195,0,0,0,1.785329835,0.301029996,3.427169137,2.176091259,0,3.200960356,N
1.875061263,0.602059991,3.805870352,0,0,0,0,0,0,0,0,0,N
2.041392685,0,2.714808585,1.806179974,0,3.679763559,2.149219113,0,3.731863959,1.322219295,0,3.68136802,N
1.505149978,0.477121255,3.259902267,0,0,0,0,0,0,0,0,0,N
1.72427587,0,3.337617612,0,0,0,0,0,0,0,0,0,N
1.908485019,0.301029996,2.990682227,2.08278537,0,3.39707055,1.73239376,0,3.139879086,0,0,0,N
0,0,0,0,0,0,2.033423755,0,3.494802604,1.361727836,0,3.819043847,N
2.100370545,0.301029996,3.220812201,0.84509804,0.602059991,3.986886626,0,0,0,1.880813592,0.477121255,3.9485221,N
0,0,0,1.431363764,0,3.884747764,0,0,0,1.113943352,0,3.819043847,N
0,0,0,0,0.301029996,3.580780833,1.531478917,0,3.414484116,0,0,0,N
1.903089987,0,2.662948622,0,0,0,0,0,0,2.11058971,0,3.738438536,N
0,0,0,1.544068044,0,3.547790683,2.053078443,0,3.717432729,2.049218023,0,3.71207915,N
2.045322979,0,3.172705261,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.146128036,0,3.37161107,1.995635195,0,3.43085674,N
0,0,0,0,0,0,1.531478917,0.698970004,4.01527416,0,0,0,N
2.017033339,0.477121255,3.700623562,0,0,0,0,0,0,1.939519253,0,3.408333676,N
0,0,0,0,0,0,0,0,0,1.959041392,0,3.39707055,N
0,0,0,1.62324929,0,3.565215595,0,0,0,0,0,0,N
1.826074803,0,3.355710667,1.204119983,0,3.395970697,0,0,0,0,0,0,N
1.113943352,0,3.691502769,1.880813592,0,3.708656505,0,0,0,0,0,0,N
1.51851394,0,3.457329851,0,0,0,0,0,0,0,0,0,N
1.681241237,0,2.662948622,1.681241237,0,3.679763559,0.77815125,0,3.626694535,0,0,3.68136802,N
0,0,0,1.681241237,0,3.407626509,0,0,0,0,0,0,N
0,0,0,0,0,0,2.225309282,0,3.118691333,0,0,0,N
1.51851394,0.301029996,3.155813166,0,0,0,0,0,0,0,0,0,N
1.875061263,0.301029996,3.437634673,0,0,0,2.021189299,0,3.294782593,0,0,0,N
0,0,0,0,0,0,0,0,0,2.260071388,0,3.39624166,N
2.037426498,0,3.172705261,1.799340549,0,3.021147551,1.826074803,0.301029996,3.24036842,0,0,0,N
2.238046103,0,2.714808585,0,0,0,0,0,0,0,0,0,N
1.977723605,0,3.431117466,0,0,0,0,0,0,0,0,0,N
1.662757832,0.602059991,4.192471437,1.278753601,0.301029996,3.648148403,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.204119983,0.301029996,3.855000622,N
0,0,0,0,0,0,2.201397124,0,3.6787818,0.301029996,0,3.68136802,N
0,0,0,0,0,0,0.903089987,0,3.295577571,0,0,0,N
2.037426498,0,3.431117466,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,3.372531098,N
0,0,0,1.204119983,0,3.395970697,0,0,0,0,0,0,N
1.913813852,0,3.723687452,0,0,0,0,0,0,1.380211242,0.477121255,3.938059612,N
0,0,0,2.222716471,0,3.123960804,0,0,0,1.838849091,0,3.064697031,N
0,0,0,1.462397998,0,3.130922206,0,0,0,0,0,0,N
1.73239376,0,3.409187392,0,0,0,0,0,0,0.301029996,0,3.408333676,N
0,0,0,1.851258349,0,3.708656505,0,0,0,0,0,0,N
2.123851641,0,3.13008747,0,0,0,0,0,0,0,0,0,N
2.11058971,0,3.156222197,0,0,0,0,0,0,0,0,0,N
2.11058971,0.301029996,3.903196158,2.075546961,0,4.006037955,0,0,0,1.86332286,0,4.129996361,N
1.73239376,0.301029996,3.7355989,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.755874856,0,3.100703083,1.556302501,0,3.132866542,N
1.672097858,0,2.662948622,0,0,0,0,0,0,2.11058971,0,3.39707055,N
0,0,0,0,0,0,2.136720567,0,3.39707055,0,0,0,N
2.136720567,0,3.431117466,1.643452676,0,3.583717768,0,0,0,0,0,0,N
2.184691431,0.301029996,3.473735257,1.301029996,0,3.58929101,0,0,0,0,0,0,N
2.238046103,0,2.714808585,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.230448921,0,3.233938144,N
0,0,0,0,0,0,0,0,0,1.230448921,0,3.408333676,N
1.799340549,0,3.355710667,1.301029996,0.477121255,3.799163008,0,0,0,0,0,0,N
0,0,0,1.740362689,0.301029996,3.948396119,0,0,0,1.84509804,0.84509804,3.87245047,N
0,0,0,1.113943352,0,3.679763559,0,0,0,0,0,0,N
2.100370545,0,3.379124146,0,0,0,0,0,0,0,0,0,N
2.123851641,0,3.13008747,1.544068044,0,3.106596513,0,0,0,0,0,0,N
2.049218023,0,3.163475845,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.06069784,0,3.096999858,N
1.875061263,0.301029996,3.499220433,1.924279286,0,3.407626509,0,0,0,2.021189299,0,3.467251522,N
1.748188027,0,3.886308647,0,0,0,0,0,0,0,0,0,N
1.84509804,0.602059991,4.075132388,2.012837225,0,3.414416411,0,0,0,2.11058971,0,3.200960356,N
0,0,0,2.164352856,0,3.645503287,1.62324929,0,3.414484116,1.556302501,0.477121255,3.779628305,N
0,0,0,0,0.301029996,3.580780833,0,0,0,2.187520721,0.301029996,3.536205665,N
0,0,0,0,0,0,2.033423755,0,2.931339283,0,0,0,N
0,0,0,0,0,0,0.602059991,0,3.626694535,0,0,0,N
2.004321374,0,3.163475845,0,0,0,0,0,0,0,0,0,N
1.322219295,0.301029996,3.465278752,0,0,0,0,0,0,0,0,0,N
0,0,0,1.69019608,0,3.139879086,0,0,0,0,0,0,N
2.017033339,0.301029996,4.080974785,0,0,0,0,0,0,0,0,0,N
2.187520721,0,2.714808585,0,0,0,0,0,0,0,0,0,N
1.748188027,0.477121255,3.747743647,2.053078443,0,3.300052063,0,0,0,0,0,0,N
0,0,0,1.079181246,0,3.679763559,0,0,0,1.924279286,0,3.680335513,N
1.913813852,0.477121255,3.594668467,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.591064607,0,3.139879086,0,0,0,N
0,0,0,0,0.698970004,4.262918096,0,0,0,0,0,0,N
0,0,0,1.361727836,0.477121255,3.658564117,0,0,0,0,0,0,N
2.23299611,0,3.201377993,0,0,0,0,0,0,0,0,0,N
2.217483944,0,2.714808585,0,0,0,0,0,0,1.892094603,0,3.20267973,N
0,0,0,0,0,0,2.158362492,0,3.39707055,0,0,0,N
0,0,0,1.799340549,0,3.133538908,0,0,0,0,0,0,N
1.681241237,0.602059991,3.69820305,1.954242509,0.602059991,3.78414851,0,0,0,1.716003344,0.301029996,3.857700567,N
0,0,0,0,0,0,1.973127854,0,3.363887174,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0.301029996,3.689814862,N
2.217483944,0,2.714808585,2.103803721,0,3.39707055,0,0,0,0,0,0,N
1.491361694,0.477121255,3.797967638,0,0,0,0,0,0,0,0,0,N
0,0,0,2.255272505,0,3.22712396,0,0,0,0,0,0,N
0,0,0,0,0,0,2.146128036,0,3.39707055,0,0,0,N
0,0,0,0,0,0,0,0,0,1.716003344,0,3.29666519,N
0,0,0,0,0,0,0,0,0,2.260071388,0,2.919120406,N
1.740362689,0.477121255,3.635153307,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.698970004,0,3.396469907,1.544068044,0,3.380338025,N
2.184691431,0,3.492959835,0,0,0,0,0,0,2.170261715,0,3.19576132,N
0,0,0,0,0,0,0.602059991,0,3.396469907,0,0,0,N
0,0,0,0,0,0,1.176091259,0,3.017196484,0,0,0,N
2.222716471,0,3.172705261,0,0,0,0,0,0,0,0,0,N
0,0,0,1.707570176,0.602059991,3.60435402,0,0,0,1.86332286,0,3.133538908,N
0,0,0,0.954242509,0,3.130922206,0,0,0,0,0,0,N
2.033423755,0,3.431117466,0,0,0,0,0,0,0,0,0,N
0,0,0,1.919078092,0,3.246125235,0,0,0,0,0,0,N
0,0,0,1.785329835,0,3.273816704,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.799340549,0,3.245512668,N
1.301029996,0,3.178180812,1.113943352,0.301029996,3.530142702,0,0,0,0,0,0,N
2.017033339,0,3.13008747,0,0,0,1.62324929,0.602059991,3.649414656,0,0,0,N
1.380211242,0.301029996,3.752872308,0,0,3.29666519,0,0,0,0,0,0,N
0,0,0,1.875061263,0.301029996,3.6332798,0,0,0,1,0,3.341165357,N
2.11058971,0,2.714808585,0,0,0,0,0,0,1.851258349,0,3.39707055,N
0,0,0,0,0,0,0,0,0,2.245512668,0,3.39624166,N
1.799340549,0,3.355710667,0,0,0,0,0,0,0,0,0,N
1.672097858,0,2.662948622,0,0,0,0,0,0,0,0,0,N
2.217483944,0,2.714808585,0,0,0,0,0,0,0,0,0,N
2.123851641,0,3.431117466,0,0,3.407626509,0,0,0,0,0,0,N
1.491361694,0.602059991,3.9784588,1.919078092,0,3.052576852,1.414973348,0.301029996,3.580650641,1.69019608,0.477121255,3.844477176,N
0,0,0,2.255272505,0,3.779719583,0,0,0,0,0,0,N
0,0,0,0,0,0,2.025305865,0,3.494802604,0,0,0,N
1.799340549,0,3.142787837,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.113943352,0,3.017196484,0,0,0,N
2.187520721,0,2.987384586,0,0,0,1.176091259,0,3.017196484,0,0,0,N
0,0,0,1.556302501,0.301029996,3.497629617,1.986771734,0.301029996,3.6202904,0,0,0,N
2.146128036,0,3.17356616,0,0,0,0,0,0,0,0,0,N
0,0,0,0.77815125,0,3.273816704,2.227886705,0,3.09653569,1.447158031,0,3.46263704,N
2.184691431,0.477121255,3.256956519,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.146128036,0,3.318226479,0,0,0,N
0,0,0,0,0,0,0,0,0,2.053078443,0,3.129826745,N
1.949390007,0,3.688576136,0,0,0,2.025305865,0,3.570314238,0,0,0,N
0,0,0,0,0,0,2.033423755,0,2.931339283,0,0,0,N
0,0,0,1.531478917,0,3.139879086,0,0,0,1.531478917,0.301029996,3.577572301,N
0,0,0,0,0,0,0,0,0,2.260071388,0,2.919120406,N
0,0,0,1.681241237,0.301029996,3.529642712,0,0,0,0,0,0,N
0,0,0,1.556302501,0.477121255,3.727838881,2.206825876,0,3.107430542,0,0,0,N
0,0,0,1.62324929,0,3.106596513,0,0,0,0,0,0,N
2.146128036,0.477121255,3.767588801,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.278753601,0,3.417994573,0,0,0,N
1.505149978,0.301029996,3.877148885,0,0,0,0,0,0,0,0,0,N
1.832508913,0.301029996,3.616220309,1.929418926,0,3.139879086,2.178976947,0,3.138173761,2.250420002,0,3.139879086,N
0,0,0,0,0,0,0,0,0,1.806179974,0.301029996,3.465477829,N
1.72427587,0.301029996,3.740305478,0.301029996,0.477121255,3.694172056,1.672097858,0,3.82111795,0,0,0,N
1.897627091,0,3.390383061,0,0,0,0,0,0,0,0,0,N
2.195899652,0,3.169302314,1.929418926,0.301029996,3.681558379,0,0.301029996,3.631277286,0,0,0,N
2.195899652,0,3.169302314,0,0,0,0,0,0,1.929418926,0.301029996,3.603356414,N
1.146128036,0.301029996,3.105110877,1.672097858,0,3.395970697,0,0,0,0,0,0,N
0,0,0,0.301029996,0,3.407626509,0,0,0,1.755874856,0,3.408333676,N
2.139879086,0,3.13008747,0,0,0,2.204119983,0,3.419721329,0,0,0,N
1.84509804,0,3.275088893,0,0,0,0,0,0,0,0,3.064697031,N
0,0,0,0,0,0,2.190331698,0.301029996,3.418065201,0,0,0,N
0,0,0,0,0,0,0,0,0,2.071882007,0.301029996,3.722095858,N
1.73239376,0.477121255,3.752727228,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.181843588,0.477121255,3.681904417,0,0,0,N
0,0,0,0,0,0,2.037426498,0,3.416402733,0,0,0,N
0,0,0,0,0,0,0,0,0,0.301029996,0,3.408333676,N
0,0,0,0,0,0,0,0,0,2.120573931,0,3.39707055,N
0,0,0,1.62324929,0,3.407626509,1.591064607,0,3.414484116,0,0,0,N
1.84509804,0,3.576118889,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.740362689,0,3.139879086,0,0,0,N
1.62324929,0.301029996,3.479210808,0,0,0,0,0,0,0,0,0,N
0,0,0,1.342422681,0.301029996,3.899978763,0,0,0,0,0,0,N
0,0,0,0,0,0,1.079181246,0,3.017196484,0,0,0,N
0,0,0,1.342422681,0,3.407626509,2.158362492,0,3.595812588,0,0,0,N
0,0,0,0,0,0,0,0,0,1,0,3.064697031,N
0,0,0,1.278753601,0,3.134810742,0,0,0,0,0,0,N
0,0,0,0,0,0,1.414973348,0,3.268157915,0,0,0,N
1.959041392,0,2.662948622,0,0,0,0,0,0,0,0,0,N
1.799340549,0,3.510764622,0,0,0,1.462397998,0.301029996,3.434023479,2.173186268,0,3.527766753,N
0,0,0,1.785329835,0.301029996,3.683814631,2.245512668,0,3.747705446,0,0,0,N
2.021189299,0.301029996,3.594173494,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.053078443,0,3.115372737,0,0,0,N
0,0,0,0,0,0,0,0,0,2.075546961,0,3.411049154,N
1.880813592,0.301029996,3.34404472,2.164352856,0,3.164283539,0,0,0,0,0,0,N
0,0,0,0,0,0,2.214843848,0,3.399050268,2.123851641,0,3.200960356,N
0,0,0,0,0,0,1.785329835,0.602059991,3.75816599,1.380211242,0.301029996,3.798080203,N
1.973127854,0,3.379124146,0,0,0,0,0,0,1.806179974,0,3.39707055,N
2.004321374,0.301029996,3.473735257,0,0,0,0,0,0,0,0,0,N
2.11058971,0,3.156222197,0,0,0,0,0,0,0,0,0,N
2.123851641,0.301029996,3.829057474,2.029383778,0,3.946533283,0,0,0,2.045322979,0.301029996,3.588481365,N
0,0,0,0,0,0,0,0,0,1.748188027,0,3.351845111,N
2.064457989,0.301029996,3.537663523,1.949390007,0.477121255,3.706440454,0,0,0,0,0,0,N
1.799340549,0,3.355710667,1.414973348,0.477121255,3.608904325,0,0,0,1.146128036,0.301029996,3.53411508,N
2.017033339,0,3.431117466,1.447158031,0.301029996,3.591978653,0,0,0,2.021189299,0,3.43085674,N
1.897627091,0.301029996,3.688610065,0,0,0,1.755874856,0.477121255,3.689521641,2.049218023,0.477121255,3.727579084,N
2.100370545,0,3.156222197,1.633468456,0.301029996,3.647432525,2.033423755,0.301029996,3.657867002,2.206825876,0.477121255,3.441534648,N
0,0,0,0,0,0,2.064457989,0,3.115372737,0,0,0,N
1.991226076,0,3.163475845,0,0,0,0,0,0,0,0,0,N
1.505149978,0,2.662948622,1.544068044,0.301029996,3.279750837,0,0,0,0,0,0,N
2.11058971,0.301029996,3.193833837,0,0,0,1.544068044,0,3.191428044,0,0,0,N
2.012837225,0,3.13008747,0,0,0,2.017033339,0,3.118691333,1.986771734,0,3.129826745,N
1.505149978,0,3.183108085,0,0,0,0,0,0,0,0,0,N
1.913813852,0.477121255,3.273243549,1.924279286,0.301029996,3.62850884,0,0,0,0,0,0,N
2.008600172,0,3.17356616,0,0,0,0,0,0,0,0,0,N
1.959041392,0.301029996,3.461540942,0.77815125,0.477121255,3.618471741,0,0,0,1.934498451,0.301029996,3.588271707,N
0,0,0,0,0,0,0,0,0,2.190331698,0.477121255,3.726852159,N
2.11058971,0,3.379124146,1.544068044,0,3.395970697,0.77815125,0,3.626694535,0,0,0,N
0,0,0,0,0,0,2.178976947,0,3.09653569,1.959041392,0,3.064697031,N
2.117271296,0,3.153788186,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.170261715,0,3.198522983,N
0,0,0,0,0,0,1.875061263,0.301029996,3.83973027,0,0,0,N
2.133538908,0.477121255,3.369930013,0,0,0,0,0,0,0,0,0,N
