B1,I1,C1,P1,B2,I2,C2,P2,B3,I3,C3,P3,B4,I4,C4,P4,Y
0,1.453859771,0,0,0,0,0,0,0,0,1.082698032,0,0,0,0,0,N
0,0,0,0,0,1.567772799,0,0,0,0,0,0,0,0,0,0,N
0,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.193772609,0,0,0.477121255,0,3.247530377,-0.176091259,N
0,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.263495331,0,0.477121255,0,0,3.200960356,0,N
0,3.172705261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.584678882,0,0,0.301029996,3.679763559,0,-0.301029996,0,0,0,0,0,0,1.96017621,0,N
0,0,0,0,0,3.097725445,0,0,0,0,0,0,0,0,0,0,N
0,3.306178729,0,0,0,0,0,0,0,0,0,0,0,1.324132017,0,0,N
0.477121255,1.616795702,0,-0.477121255,0,0,0,0,0,0,0,0,0,0,0,0,N
0.477121255,3.567277092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.39624166,0,0,N
0.301029996,2.692181059,0,-0.301029996,0,0,0,0,0,0,1.010797972,0,0,0,0,0,N
0.301029996,0,2.054680671,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,1.489794745,0,0,0,0,0,0,0,0,1.244635141,0,N
0,0,0,0,0,3.097725445,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0.301029996,3.849439352,0,0.176091259,0,0,0,0,0,0,0,0,N
0,0,0,0,0.477121255,2.805566518,0,-0.477121255,0,0,0,0,0,0,0,0,N
0,1.085882985,0,0,0,0,3.130922206,0,0,0,2.630309287,0,0,0,2.285701124,0,N
0,0,0,0,0,2.975920705,0,0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,3.155354746,0,0,0,0,0,0,0,1.111645189,0,N
0,0,0,0,0,0,0,0,0,0,3.327990176,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.492432941,0,0,0,0,0,0,N
0.301029996,3.723687452,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.076439257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.133538908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.609842375,0,0.477121255,0,0.900473285,1.4046714,0.477121255,0,0,0,0,0,0,0,0,N
0,3.317072642,0,0,0,0,0,0,0,0,0,0,0,3.199853407,0,0.301029996,N
0,1.30914668,0,0.477121255,0,0,3.052576852,0,0,3.396469907,2.671356171,0.301029996,0.301029996,2.535239984,0,-0.301029996,N
0,3.016042646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.618102638,0,0,0,0,1.725782527,0,0,1.381181868,0,0,0,0,0,0,N
0,3.265008614,0,0.301029996,0.301029996,0,1.937295156,-0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.662757832,0,0,N
0,0,0,0,0,0,0,0,0.301029996,3.377751804,0,-0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.699059849,0,N
0,0,0,0,0,0,0,0,0,1.646313115,0,0.301029996,0,0,0,0,N
0,0,0.708706113,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0.958933729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.477121255,2.612624593,0,-0.477121255,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.137300608,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.452762599,1.637481664,0.301029996,N
0,1.824796898,0,0.301029996,0.301029996,1.988528813,2.427810408,0.602059991,0,1.338956625,3.636828854,0.954242509,0,0,2.0814852,0.301029996,N
0,0,0,0,0,0,0.941686143,0,0,0,0,0,0,0,0,0,N
0.301029996,3.054680671,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.146606861,0,0,0,1.575959838,0,0,0,0,3.396469907,0,0,0,1.279799254,0,N
0,1.876828442,1.6117961,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.165133367,0,0,0.301029996,0,1.365787127,0,0.301029996,0,2.892742613,-0.301029996,0,0,3.064697031,0,N
0,3.380211242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.091953161,0,0,0,3.064697031,3.660697912,0.301029996,N
0,3.330006146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.133538908,0,0,0,0,0,0,N
0,3.106300143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0.477121255,1.88301923,0,0.124938736,0,0,1.305664848,0,0,2.631156909,0,0,N
0,0,0,0,0,2.930505254,0,0,0,0,0,0,0,2.836270613,3.43085674,0.301029996,N
0,0,0,0,0.301029996,2.533635524,0,-0.301029996,0,0,0,0,0,1.423689445,0,0,N
0,3.414365518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.662757832,0,0,N
0,0,0,0,0,3.407626509,0,0,0,0,1.274605029,0,0,2.055965567,0.992815023,0.301029996,N
0,0,0,0,0,0,0,0,0,2.492432941,0,0,0,0,0,0,N
0,0,0,0,0,3.133538908,0,0,0,0,0,0,0,0,0,0,N
0.301029996,3.183411103,0,-0.301029996,0,0,0,0,0,3.419721329,0,0,0,0,0,0,N
0,0,0,0,0,0.949547388,0,0,0,0,0,0,0,0,3.139879086,0,N
0,1.517303613,0,0,0,0,0,0,0,0,3.414484116,0,0,0,0,0,N
0,0,0,0,0,3.470535234,0,0.477121255,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,3.779719583,0,0.301029996,0,1.996007185,-0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.986164336,0,0.301029996,0,0,0,0,N
0,2.364636586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,1.904338006,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.805566518,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.65966265,0,0.301029996,0,0,0,0,N
0,0,0,0,0,3.152477874,0,0,0,0,0,0,0,0,0,0,N
0.477121255,1.45953608,0,-0.477121255,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,2.046981787,0,0.301029996,0,0,0,0,0,3.403120521,0,0.301029996,N
0,3.169302314,0,0,0,0,0.981412682,0,0,0,0,0,0,1.120214359,1.18838387,0.301029996,N
0,1.486634793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.542105501,0,0.477121255,0,0,1.219996745,0,0,0,1.976921267,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.551147574,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,1.688671484,0,-0.301029996,N
0,1.468769795,0,0.477121255,0,3.152477874,3.193124598,0.301029996,0,3.414484116,0,0,0,0,0,0,N
0,1.093569814,0,0,0.477121255,2.132817335,0,-0.477121255,0,0,0,0,0,0,0,0,N
0,0,0,0,0,3.328569133,3.221314225,0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.643967554,0,0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,1.385609627,0,0,N
0,0,0,0,0.77815125,1.080692106,1.671424732,-0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,2.720117556,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.18309624,0,0.602059991,0.477121255,1.618125445,0,0.22184875,N
0,3.227361941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1.538717326,0,0,0,0.937295156,0,0,0,0,0,0,0,0,0,N
0,3.702084465,0,0.477121255,0.477121255,0,2.790240516,-0.477121255,0,0,0,0,0,0,0,0,N
0,0.234392423,0.59476276,0.301029996,0,0,0,0,0,0,3.076721809,0,0,0,0,0,N
0,3.431117466,0,0,0,3.045222966,0,0,0,0,0,0,0,0,2.552795062,0.301029996,N
0.301029996,1.033168363,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.770859905,0,0,N
0,3.111450639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.602059991,1.623025675,1.570338301,-0.124938737,0,0,0,0,0,0,0,0,0,1.121478507,1.232160216,0.602059991,N
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.642952588,0,-0.301029996,N
0,0,0,0,0,0,3.407626509,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,3.067772513,0,0,0,0,0,0.301029996,1.468521083,2.48787835,0.176091259,N
0,0,0,0,0.301029996,2.119477105,0,0.176091259,0,0,0,0,0,0,3.736105003,0.477121255,N
0,0.472616924,0,0,0,1.416040886,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.11916598,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1,1.188976669,0.301029996,0,0,0,0,N
0,0,0,0,0,0,1.321845949,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.698794625,0,0.301029996,0,0,0,0,N
0,3.185183757,0,0.301029996,0,0,0,0,0,0,0,0,0.301029996,2.6189193,0,-0.301029996,N
0,3.108157396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2557379,0,N
0,3.431117466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0.495631288,0,0,0,2.443162974,0,0,0,0,0,0,0,1.648882523,0,N
0,0,3.473735257,0,0,0,1.982745455,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.408239965,0,0,0,0,0,0,N
0,3.089745848,0,0,0,0,3.180605649,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,3.097725445,3.407626509,0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0.84509804,1.521401067,0,-0.84509804,0,0,0,0,0,0,0,0,N
0,3.016042646,0,0,0,3.980793555,0,0,0,0,0,0,0.301029996,0,3.741825427,0,N
0,0,0,0,0.301029996,2.980793555,0,-0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.100703083,0,0,0,0,0,0,N
0,0,0,0,0,1.06279083,0,0,0,1.613504146,0,0,0,0,0,0,N
0,0,0,0,0,0,2.716003344,0,0,0,0,0,0,0,0,0,N
0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.501758337,0,0.477121255,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.390383061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.32915243,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.154756898,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.372919897,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.505276761,0,N
0.602059991,0,2.162192706,-0.602059991,0,0,0,0,0.301029996,4.349221851,4.022255967,0.477121255,0.698970004,2.039764565,1.365147495,-0.22184875,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.007927806,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.628430467,0,0,N
0,0,0,0,0,0,0,0,0,3.416402733,0,0,0,0,0,0,N
0,0,0,0,0,1.416400433,1.502928518,0.301029996,0,0,0,0,0,0,0,0,N
0.301029996,2.880530771,0,0.477121255,0,1.454454278,0,0,0.301029996,0,2.201221971,0.176091259,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0.918568995,0,0,N
0,0,0,0,0,3.245512668,0,0,0,0,0,0,0,0,0,0,N
0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,1.511326424,0,0,0,0,0,0,2.317060414,1.142082177,0.301029996,N
0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.258996253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,0,2.491443476,0,0,0,0,0,0.301029996,0,1.304823066,-0.301029996,0,0,0,0,N
0,0,3.409187392,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0.301029996,3.420004109,0,0,0,0,0,0,N
0.301029996,3.13008747,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0.477121255,2.255272505,0,-0.477121255,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.90143174,3.434568904,0.301029996,N
0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.431117466,3.13008747,0.301029996,0,0,3.884747764,0,0,0,0,0,0,0,3.408333676,0,N
0,0,1.312217496,0,0,0,0,0,0,0,0,0,0,0,0.978510819,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.779091482,0,0,N
0,0,3.90823872,0,0,0,0,0,0,0,0,0,0,3.137300608,0,0,N
0,0,0,0,0,0,0,0,0,3.245512668,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.297571045,0,0.301029996,0,0,3.731886736,0,N
0,0,0,0,0,0,0,0,0,0.952738494,0,0,0,0,0,0,N
0,0,0,0,0,2.930505254,0,0,0,0,0,0,0,0,0,0,N
0.477121255,3.189640568,1.155815303,0.367976785,0,0,0,0,0.477121255,0,2.550952535,-0.477121255,0,0,0,0,N
0,3.018691455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.416402733,0,0,0,1.440589824,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,1.74302447,0,0.477121255,N
0,0,0,0,0,0,0,0,0,0,0,0,0.477121255,0,2.754935571,-0.477121255,N
0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.287524805,0,0,0,0,3.700063886,0,0,0,0,0,0,0,0,0,N
0,1.985759561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.431117466,0,0,0,0,0,0,0,0,0,0,0,3.341165357,0,0,N
0,0,0,0,0,0,0,0,0,0,1.8071506,0,0,0,0,0,N
0,1.736758565,2.102662342,0.477121255,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,2.415136492,0,0,0,0,0,N
0,0,0,0,0.301029996,0,2.050340186,-0.301029996,0,0,1.938805539,0,0,1.954242509,0,0,N
0.301029996,2.930208884,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0.518810126,1.616795702,0.301029996,0.301029996,0,1.68540978,0.176091259,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0.602059991,1.972641966,1.092917197,-0.124938737,0,0,0,0,N
0,0,0,0,0,1.833086814,0,0.477121255,0.77815125,1.172057854,1.688374319,-0.477121255,0.602059991,2.01515901,2.044098519,-0.124938737,N
0.301029996,2.237732193,3.193625963,0.176091259,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0.301029996,0,2.79518459,-0.301029996,0,0,2.558879924,0,0,0,0,0,N
0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.133655125,0,0.301029996,0,0,0,0,0,0,0,0,0,3.245512668,0,0,N
0.602059991,1.131469705,1.646701895,-0.124938737,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0.477121255,2.916744407,0,-0.176091259,0,0,0,0,N
0.301029996,2.088694785,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0.602059991,2.044253766,1.701617216,0.096910013,0.301029996,0,3.676225338,0.477121255,0.301029996,2.289862208,3.203117929,0.544068044,0.602059991,1.808114474,1.588798498,-0.124938737,N
0.301029996,3.53145263,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,1.027118485,0,0,0.301029996,1.432444567,2.589594824,0.301029996,0.301029996,0,3.527859762,0.301029996,N
0,0,0,0,0,0,0,0,0,1.938015238,0,0,0,0,0,0,N
0.477121255,0.792687875,2.278773416,0.22184875,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1.158506084,0,0,3.139879086,3.246125235,0.301029996,0,0,0,0,0,0,0,0,N
0,1.894812559,0,0,0,0,0,0,0,0,0,0,0,3.431674385,3.378770989,0.602059991,N
0,0,0,0,0,0,3.629599129,0,0,0,0,0,0.301029996,0,3.240960167,0,N
0,0,0,0,0,0,0,0,0,0,1.560662076,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.017196484,0,0,0,0,0,0,N
0,2.839039881,0,0,0,0,0,0,0,0,3.569187911,0,0,0,0,0,N
0,0,1.89340272,0,0,0,0,0,0,0,2.363887174,0,0.477121255,1.698100546,0,-0.477121255,N
0,0,0,0,0,0,0,0,0.301029996,1.310680395,0,-0.301029996,0,0,0,0,N
0.301029996,3.327632151,1.086968097,0.301029996,0,0,0,0,0.698970004,0,2.817661338,-0.698970004,0,0,0,0,N
0,0,1.561415854,0,0,0,1.94721067,0,0,0,2.066037856,0,0,0,0,0,N
0,1.785848019,0,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.242743955,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0.301029996,2.096040554,0,-0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.274605029,0,0,0,0,0,0,N
0,3.163475845,0,0,0,0,0,0,0,0,3.017196484,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0.477121255,3.44667545,0,-0.477121255,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.138173761,0,0,0,0,3.139879086,0,N
0,2.35193622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.933927899,0,0,N
0,0,0,0,0,1.332877363,1.443838681,0.301029996,0,0,0,0,0,1.258740934,1.670336962,0.477121255,N
0,1.46165923,0,0.477121255,0,0,2.82989221,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,3.134810742,0,0,0,0,0,0,0,0,0,0,N
0,1.655501591,0,0,0,0,0,0,0.301029996,3.39707055,0,-0.301029996,0,0,0,0,N
0,3.473735257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0.477121255,2.437280547,0,-0.176091259,N
0,0,0,0,0,0,0,0,0,3.107430542,0,0,0,1.314911991,0,0,N
0,0,0,0,0,0,0,0,0,1.692196084,0,0,0,0,0,0,N
0,0,0,0,0,0,1.593232564,0,0,0,2.101578398,0.477121255,0,0,2.241990825,0,N
0,0,0,0,0.602059991,1.175133898,1.234083206,-0.124938737,0.301029996,2.11053518,0,0,0,0,0,0,N
0,2.416631464,3.431117466,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0.477121255,3.211153133,2.019595556,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0.477121255,2.55114362,0,-0.477121255,N
0,3.098997634,0,0,0,0,0,0,0,0,0,0,0,1.929341504,2.587575776,0.301029996,N
0,0,0,0,0,0,0,0,0,3.37161107,0,0,0,0,0,0,N
0,0,0,0,0,0,3.164283539,0,0,0,0,0,0,0,0,0,N
0,1.572411238,0,0,0.602059991,2.272010313,0,0,0,0,0,0,0,0,0,0,N
0,1.698140444,0,0.477121255,0,0,0,0,0,2.84744743,3.017196484,0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0.301029996,2.492432941,0,-0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.431829159,0,-0.301029996,N
0,0,0,0,0,0,0,0,0,0,3.076721809,0,0,0,0,0,N
0,3.036141544,0,0.301029996,0,0,0,0,0,3.118691333,0,0,0,0,3.10730368,0,N
0,2.528027479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,1.065583102,0,0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0,3.395970697,0,0,0.301029996,0,3.095439912,-0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0.301029996,2.047159707,3.419721329,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0.301029996,3.414484116,0,-0.301029996,0,0,0,0,N
0,0,0,0,0,4.243910564,0,0.698970004,0.301029996,0,2.899166794,0,0,3.167317335,3.589606698,0.477121255,N
0,0,0,0,0,0,3.106596513,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.138173761,0,0,0,0,0,0,N
0,1.538717326,0,0,0,0,1.522321808,0,0,0,0,0,0,2.283127198,0,0,N
0.301029996,3.714366929,0,0.397940009,0.301029996,2.676642812,3.202145325,0.176091259,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0.602059991,1.640366805,0,-0.602059991,N
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.117366502,0,0.176091259,N
0,0,0,0,0,3.407626509,0,0,0,1.352843926,1.386145287,0.301029996,0,0,0,0,N
0.477121255,2.231341217,0,-0.477121255,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.235083773,2.058992514,0.301029996,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.759436879,0,0.477121255,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39707055,0,N
0,0,0,0,0.301029996,3.608043461,0,-0.301029996,0,0,0,0,0,0,0,0,N
0,1.74642956,0,0,0,0,1.784377218,0,0,0,0,0,0,0,0,0,N
0,1.764111732,0,0,0,0,0,0,0,0,0,0,0,0,3.372919897,0,N
0,3.431117466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.698943326,1.486359263,0.301029996,0,0,1.465439369,0,0,0,3.460957673,0.301029996,0,0.669614611,1.950455382,0.301029996,N
0,0,2.662948622,0,0,0,0,0,0,0,0,0,0,0,1.861125485,0,N
0,0,0,0,0,0,3.36452702,0.301029996,0,0,0,0,0,0,0,0,N
0,0,0,0,0.698970004,3.135695515,0,-0.698970004,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,2.13341459,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,3.193124598,0,0,0,0,0,N
0.301029996,0,1.695319569,-0.301029996,0,0.981412682,0,0,0,2.569386076,0,0,0,0,1.079788099,0,N
0,0,0,0,0,0,0,0,0,2.138922755,0,0.301029996,0,0,0,0,N
0,0,0,0,0,1.179739804,0,0,0,0,1.274605029,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.064697031,0,0,N
0,2.753650676,0,0,0,0,1.791505692,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.079181246,3.027243745,0,-0.301029996,0,0,0,0,N
0,0,0,0,0.698970004,1.255338165,0,-0.698970004,0,1.520919486,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,2.959055554,0,0,N
0,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,3.206742608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.78287377,0,0.301029996,0,0,0,0,0,0,0,0,0.301029996,3.709363672,0,-0.301029996,N
0,0,0,0,0,0,0,0,0.301029996,2.49302664,0,0.301029996,0,0,3.198522983,0,N
0,0,0,0,0,0,0,0,0,3.245512668,0,0,0,0,0,0,N
0,3.054680671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,1.586485336,0,-0.301029996,0,0,0,0,0,0,2.415136492,0,0,0,0,0,N
0,0,0,0,0,0,3.001568332,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,3.043443296,0,0.301029996,1.794365432,0,-0.301029996,0,0,0,0,N
0,1.611075631,0,0.477121255,0,0,2.740308072,0.477121255,0.477121255,0,2.965384546,-0.176091259,0.477121255,0,3.401778883,0,N
0,3.431117466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.229092829,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,1.603849971,1.47216397,0.301029996,N
0,0,0,0,0,0,0,0,0,1.813076501,0,0,0,0,0,0,N
0,0,3.108157396,0.301029996,0,0,0,0,0,0,0,0,0.477121255,0,1.991524047,-0.477121255,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98256368,0,N
0,0,0,0,0,1.166327793,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.408333676,0,0,N
0,0,0,0,0,3.097725445,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,3.115372737,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,1.22003061,0,0,0,0,0,0,N
0,3.156222197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.479210808,0,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,3.134175291,0,0.301029996,0,0,0,0,0,0,2.658127077,0.301029996,N
0,1.811718598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.593905029,0,0.301029996,0,0,3.407626509,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.408333676,0,0,N
0,0,0,0,0,0,0,0,0,0.799712539,0,0,0,0,0,0,N
0.301029996,0,4.301136167,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.026370476,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,1.61101411,0,0.301029996,N
0,3.142787837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0.602059991,1.200359834,0,-0.602059991,0,0,0,0,0,0,0,0,N
1,0.930990573,2.344044564,-0.22184875,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.811718598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.40632066,0,0,0,0,3.609165484,0,0,0,0,0,0,0,3.68136802,0,N
0,3.201377993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,3.939677603,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.434568904,0,0,0,0,0,0,0,0,0,0,0,0,0.872795154,0,N
0,1.755145705,0,0.477121255,0,0,0,0,0,0,3.408460537,0,0,0,0,0,N
0,2.599318002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,2.341335062,0,0,3.380338025,3.130799164,0.301029996,N
0,0,0,0,0,1.300002209,0,0,0,0,1.986630808,0,0,0,0,0,N
0.477121255,3.153788186,1.971277857,-0.176091259,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.438058333,0,0.698970004,N
0,0,0,0,0,0,0,0,0,0,0,0,0,3.026370476,0,0,N
0,2.963978618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0.477121255,1.605418821,0,-0.477121255,0,3.177157927,2.172098444,0.301029996,0.477121255,3.39624166,1.514051318,-0.176091259,N
0,0,0,0,0,0,0,0,0,2.768391413,0,0,0,0,0,0,N
0.602059991,1.97929112,0,-0.602059991,0,0,0,0,0,0,0,0,0,0,0,0,N
