B1,I1,C1,P1,R1,F1,M1,B2,I2,C2,P2,R2,F2,M2,B3,I3,C3,P3,R3,F3,M3,B4,I4,C4,P4,R4,F4,M4,Y
0,0,0,0,0,0,0,0,3.111450639,0,0,1.602059991,0,3.111450639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.503801926,0,0.477121255,0.301029996,0.477121255,3.761480501,0,1.256899048,1.326922463,0.477121255,1.579783597,0.477121255,3.746638846,0,0,2.142132979,0,1.477121255,0,3.679763559,0,0,0,0,0,0,0,N
0,3.457454962,0,0,1.84509804,0,3.457454962,0,0,0,0,0,0,0,0,0,3.407626509,0,1.531478917,0,3.407626509,0,0,0,0,0,0,0,N
0,1.40055011,0,0,1.838849091,0,3.457454962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575635025,0,1.62324929,0,3.715514111,N
0,0,0,0,0,0,0,0,0.472616924,0,0,1.397940009,0,2.662948622,0,1.416040886,0,0,1.431363764,0,3.609165484,0,0,0,0,0,0,0,N
0.301029996,3.357736786,0,-0.301029996,2.204119983,0,3.959796777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11916598,0,0,1.875061263,0,3.11916598,N
0,1.014746223,0,0,0.602059991,0,3.267599254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.188976669,0.301029996,0,0.301029996,3.660989544,N
0,1.740362689,1.731407847,0.301029996,1.556302501,0.301029996,4.199755177,0,0,0,0,0,0,0,0,0,1.321845949,0,1.755874856,0,3.422216494,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.698794625,0,0.301029996,1.995635195,0.301029996,3.381462211,N
0,0,0,0,0,0,0,0,3.108157396,0,0,1.949390007,0,3.108157396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.112130326,0,0,2.238046103,0,3.112130326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.477121255,3.674401476,0,-0.301029996,1.886490725,0,3.674401476,0,3.13008747,0,0,2.012837225,0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.149295725,0,0,1.69019608,0,3.149295725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.431117466,0,0,2.033423755,0,3.431117466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.647457276,0,0.477121255,1.875061263,0.477121255,3.647457276,0,0,3.473735257,0,2.201397124,0,3.473735257,0,0,1.982745455,0,2.204119983,0,3.344473291,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408239965,0,0,1.51851394,0,3.408239965,N
0,0,0,0,0,0,0,0,3.089745848,0,0,2.021189299,0,3.089745848,0,0,3.180605649,0,2.146128036,0,3.180605649,0,0,0,0,0,0,0,N
0,1.357084417,0,0,1.755874856,0,3.457454962,0,0,0,0,0,0,0,0,3.097725445,3.407626509,0.301029996,1.342422681,0.301029996,3.580780833,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84509804,1.521401067,0,-0.84509804,1.342422681,0,3.679763559,0,0,0,0,0,0,0,N
0,1.649095611,0,0,1.886490725,0,3.674401476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.980793555,0,-0.301029996,1.707570176,0,3.679763559,0,0,0,0,0,0,0,N
0,3.267599254,0,0,0.301029996,0,3.267599254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,2.672174471,0,0,1.505149978,0,3.149295725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.288488721,0.96035264,0.301029996,1.491361694,0.301029996,3.392266067,0,0,3.243863772,0,0,0,3.243863772,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.100703083,0,0,1.799340549,0,3.100703083,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06279083,0,0,1.681241237,0,3.193124598,0,1.613504146,0,0,1.113943352,0,3.494317738,N
0.477121255,1.845660046,0,-0.176091259,1.079181246,0.301029996,3.543322901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.251322584,0,0,1.86923172,0,3.288749082,0,0,0,0,0,0,0,0,0,2.716003344,0,1.568201724,0,3.193124598,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.13008747,0,0,2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.501758337,0,0.477121255,1.579783597,0.477121255,3.501758337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.390383061,0,0,1.897627091,0,3.390383061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.350315635,0,0,1.653212514,0,3.480649404,0,0,0,0,0,0,0,0,3.6787818,0,0,1.986771734,0,3.6787818,N
0,0,0,0,0,0,0,0,3.163475845,0,0,2.004321374,0,3.163475845,0,0,0,0,0,0,0,0,2.890398048,3.207468316,0.477121255,1.431363764,0.477121255,3.590112888,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.416402733,0,0,2.245512668,0,3.416402733,N
0,1.45305851,0,0,1.662757832,0,3.589779077,0,0,0,0,0,0,0,0,1.416400433,1.502928518,0.301029996,1.929418926,0.301029996,3.754071956,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0.301029996,2.880530771,0,0.477121255,1.397940009,0.77815125,4.033170416,0,1.454454278,0,0,1.176091259,0,3.679763559,0.301029996,0,2.201221971,0.176091259,1.62324929,0.477121255,3.803281963,N
0,1.681723185,0,0,0.602059991,0,3.934576216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.626902714,3.715514111,0,1.832508913,0.301029996,3.97449448,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.245512668,0,0,1.954242509,0,3.245512668,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,2.714808585,0,0,2.201397124,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.602059991,1.05655282,0,-0.301029996,0.698970004,0.301029996,3.244073541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.569371699,0,0.301029996,0.602059991,0.301029996,3.82222473,0,1.166678131,0,0.301029996,1.73239376,0.301029996,3.267048676,0,0,0,0,0,0,0,0,0,1.794108662,0,1.799340549,0,3.862294524,N
0,0,0,0,0,0,0,0,2.714808585,0,0,2.187520721,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.258996253,0,0,1.886490725,0,3.560026249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.602165904,0,0,2.164352856,0,3.602165904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0.72527178,0,0,1.544068044,0,2.895533495,0.301029996,0,2.491443476,0,1.612783857,0.301029996,3.582920941,0,0,0,0,0,0,0,0.301029996,0,1.304823066,-0.301029996,1.544068044,0,3.401733079,N
0.602059991,3.590279317,0,-0.124938737,1.86923172,0.477121255,3.828230438,0,0,3.409187392,0,1.913813852,0,3.409187392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.420004109,0,0,1.414973348,0.301029996,3.420004109,N
0.301029996,1.433714083,0,-0.301029996,1.041392685,0,3.479037062,0.301029996,3.13008747,0,-0.301029996,2.139879086,0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121255,2.255272505,0,-0.477121255,1.079181246,0,3.29666519,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,2.714808585,0,0,2.120573931,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,1.883173235,0,-0.301029996,1.041392685,0,3.113622157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,2.378273716,0,-0.301029996,1.963787827,0,2.85539497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.375156861,0,0,2.225309282,0,3.375156861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.245512668,0,0,2.181843588,0,3.245512668,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952738494,0,0,1.806179974,0,3.017196484,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.930505254,0,0,0.954242509,0,3.407626509,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0.477121255,3.189640568,1.155815303,0.367976785,1.792391689,0.84509804,3.980587167,0,0,0,0,0,0,0,0.477121255,0,2.550952535,-0.477121255,2.204119983,0,3.329103785,N
0,0,0,0,0,0,0,0,3.018691455,0,0,2.041392685,0,3.018691455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,2.714808585,0,0,2.158362492,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.438029158,0,0,1.963787827,0,3.39707055,0,1.287524805,0,0,1.799340549,0,3.355710667,0,0,3.700063886,0,2.247973266,0,3.700063886,0,0,0,0,0,0,0,N
0,3.870769994,0,0.301029996,2.206825876,0.301029996,3.870769994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.100703083,0,0,1.799340549,0,3.100703083,N
0,0,0,0,0,0,0,0,1.985759561,0,0,2.071882007,0,3.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.520908766,0,0,2.225309282,0,3.520908766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,2.720158967,0,-0.301029996,1.949390007,0,3.674401476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8071506,0,0.698970004,0,3.626694535,N
0,2.039364759,0,0,2.071882007,0,3.852278116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.736758565,2.102662342,0.477121255,2.146128036,0.477121255,3.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.415136492,0,1.176091259,0,3.017196484,N
0,2.966487265,0,0.477121255,1.851258349,0.477121255,3.841363445,0.301029996,2.930208884,0,-0.301029996,2.049218023,0,3.407330139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.890182498,1.00207584,0.698970004,1.633468456,0.698970004,4.009086666,0,0.518810126,1.616795702,0.301029996,1.748188027,0.301029996,3.743561563,0.301029996,0,1.68540978,0.176091259,1.146128036,0.477121255,3.674241133,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602059991,1.972641966,1.092917197,-0.124938737,1.079181246,0.477121255,3.663734353,N
0.477121255,2.14396685,1.330350163,0.301029996,1.69019608,0.77815125,3.933565617,0.301029996,2.237732193,3.193625963,0.176091259,1.838849091,0.477121255,3.766816359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,4.314789631,0,0.301029996,1.079181246,0.301029996,4.314789631,0,0,0,0,0,0,0,0.301029996,0,3.755293519,-0.301029996,1.963787827,0,3.755293519,0,0,0,0,0,0,0,N
0,1.920772296,0,0,1.633468456,0,4.066900332,0,0,0,0,0,0,0,0.301029996,0,2.79518459,-0.301029996,1.681241237,0,3.79518459,0,0,2.558879924,0,2.096910013,0,4.006037955,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.243863772,0,0,0,0,3.243863772,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,2.714808585,0,0,2.198657087,0,2.714808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.477121255,1.548528736,0,-0.176091259,1.959041392,0.301029996,3.497918743,0.602059991,1.131469705,1.646701895,-0.124938737,1.51851394,0.477121255,3.293900741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121255,2.916744407,0,-0.176091259,2.222716471,0.301029996,3.217774402,N
0,0,0,0,0,0,0,0.301029996,2.088694785,0,-0.301029996,2.017033339,0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.067417356,1.050092771,0.301029996,0.602059991,0.301029996,3.603975798,0,0,0,0,0,0,0,0.698970004,0,1.861044698,-0.698970004,2.012837225,0,3.504497374,0.77815125,2.329279291,2.909849047,-0.301029996,0.602059991,0.477121255,3.867339341,N
0,0,0,0,0,0,0,0.301029996,3.53145263,0,-0.301029996,2.004321374,0,3.53145263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.938015238,0,0,1.113943352,0,3.017196484,N
0.301029996,4.024146787,0,0.301029996,1.799340549,0.602059991,4.024146787,0.477121255,0.792687875,2.278773416,0.22184875,1.681241237,0.698970004,4.199090276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.640751487,0,0.301029996,2.096910013,0.301029996,3.640751487,0,0,1.158506084,0,2.158362492,0,2.714808585,0,3.139879086,3.246125235,0.301029996,1.531478917,0.301029996,3.497273104,0,0,0,0,0,0,0,N
0,2.983404167,0,0,1.986771734,0,3.284434163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.560662076,0,1.278753601,0,3.417994573,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.017196484,0,0,1.113943352,0,3.017196484,N
0.301029996,2.781902704,0,-0.301029996,1.477121255,0,3.480872708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,2.839039881,0,0,1.84509804,0,3.441099873,0,0,0,0,0,0,0,0,0,3.569187911,0,1.681241237,0,3.569187911,N
0,0,0,0,0,0,0,0,0.555738653,0,0,1.716003344,0,2.662948622,0,0,0,0,0,0,0,0,0,3.39707055,0,2.064457989,0,3.39707055,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,1.310680395,0,-0.301029996,1.62324929,0,3.414484116,N
0,0,0,0,0,0,0,0.301029996,3.327632151,1.086968097,0.301029996,1.51851394,0.602059991,3.690374415,0,0,0,0,0,0,0,0.698970004,0,2.817661338,-0.698970004,2.025305865,0,3.118691333,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.531478917,0,0,0.903089987,0,3.133538908,0,0,0,0,0,0,0,N
0,3.852278116,0,0,2.093421685,0,3.852278116,0,0,1.561415854,0,2.146128036,0,3.163475845,0,0,1.94721067,0,2.220108088,0,3.177659592,0,0,2.066037856,0,2.227886705,0,3.107430542,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242743955,0,0,2.075546961,0,3.028073789,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.096040554,0,-0.301029996,2.068185862,0,3.39707055,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.274605029,0,0,1.62324929,0,3.414484116,N
0,1.056054421,0,0,1.755874856,0,3.156424966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.163475845,0,0,2.017033339,0,3.163475845,0,0,0,0,0,0,0,0,0,3.017196484,0,1.832508913,0,3.017196484,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121255,3.44667545,0,-0.477121255,2.184691431,0,3.44667545,N
0.301029996,3.603260697,2.561868011,0,1.322219295,0.301029996,3.976841359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,2.35193622,0,0,2.017033339,0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.121598538,0,0,1.875061263,0,3.142787837,0,0,0,0,0,0,0,0,0,3.107430542,0,2.017033339,0,3.107430542,N
0.301029996,1.653889249,0,-0.301029996,1.612783857,0,3.545983851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,1.326158175,0,0,1.832508913,0.301029996,3.2126489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.266455507,0,0,2.139879086,0,2.919668021,0,1.46165923,0,0.477121255,1.505149978,0.477121255,3.631920946,0,0,2.82989221,0,1.544068044,0,3.130922206,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.134810742,0,0,1.278753601,0,3.134810742,0,0,0,0,0,0,0,N
0,1.435805856,0,0.477121255,1.672097858,0.477121255,3.569344765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.649095611,0,0,1.886490725,0,3.674401476,0,1.655501591,0,0,1.799340549,0,3.723687452,0,0,0,0,0,0,0,0.301029996,3.39707055,0,-0.301029996,2.021189299,0,3.39707055,N
0,3.375156861,0,0,2.238046103,0,3.375156861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.473735257,0,0,2.068185862,0,3.473735257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692196084,0,0,0.698970004,0,3.626694535,N
0.301029996,3.480872708,0,-0.301029996,1.477121255,0,3.480872708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.698970004,2.623865556,0,-0.397940009,1.832508913,0.301029996,3.677825501,0,0,0,0,0,0,0,0.602059991,1.175133898,1.234083206,-0.124938737,1.612783857,0.477121255,3.465679365,0.301029996,2.11053518,0,0,1.681241237,0.301029996,3.557693212,N
0.301029996,2.25952114,0,0,1.832508913,0.301029996,4.077457384,0,2.416631464,3.431117466,0.301029996,2.033423755,0.301029996,3.772243023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0.477121255,3.211153133,2.019595556,0,1.903089987,0.477121255,3.849181133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.347402091,0,0,2.08278537,0,3.347402091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,3.249220333,0,0,2.238046103,0,3.249220333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,3.126280582,0,0,0.698970004,0.301029996,3.26980213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37161107,0,0,1.913813852,0,3.37161107,N
0.301029996,2.167244799,0,-0.301029996,1.892094603,0,3.582218147,0,0,0,0,0,0,0,0,0,3.164283539,0,2.167317335,0,3.164283539,0,0,0,0,0,0,0,N
0,1.964606265,1.364379834,0.301029996,1.672097858,0.301029996,3.681809351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.572411238,0,0,2.187520721,0,2.987384586,0.602059991,2.272010313,0,0,0.301029996,0.602059991,3.573040309,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.698140444,0,0.477121255,1.62324929,0.477121255,3.838019531,0,0,0,0,0,0,0,0,2.84744743,3.017196484,0.301029996,1.176091259,0.301029996,3.24159324,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.492432941,0,-0.301029996,2.139879086,0,3.44667545,N
0,2.172159996,1.979796277,0.301029996,1.924279286,0.301029996,4.147926335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076721809,0,2.245512668,0,3.6787818,N
0,0,0,0,0,0,0,0,2.528027479,0,0,2.123851641,0,3.13008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.698970004,1.965816365,0,-0.397940009,1.662757832,0.301029996,3.493848227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.687581415,0,0,2.089905111,0,3.465732666,0,0,0,0,0,0,0,0,1.065583102,0,0.301029996,0.903089987,0.301029996,3.30862115,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.395970697,0,0,1.698970004,0,3.395970697,0.301029996,0,3.095439912,-0.301029996,1.662757832,0,3.396469907,N
0,3.181645527,0,0,2.136720567,0,3.181645527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.047159707,3.419721329,0,1.954242509,0.301029996,3.622127665,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.414484116,0,-0.301029996,1.414973348,0,3.414484116,N
0,3.181645527,1.353651241,0.301029996,1.740362689,0.301029996,3.642116845,0,0,0,0,0,0,0,0,0,3.106596513,0,1.568201724,0,3.106596513,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.784709731,0,0,1.612783857,0,3.927724531,N
0,2.472066874,0,0,2.243038049,0,3.375156861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138173761,0,0,2.1430148,0,3.138173761,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.622532119,0,0.301029996,1.886490725,0.301029996,3.622532119,0,0,0,0,0,0,0,N
0,1.442125494,0,0.301029996,1.556302501,0.301029996,3.609442829,0,0,0.569526937,0,1.748188027,0,2.662948622,0,3.139879086,0,0,1.612783857,0,3.139879086,0,0,1.257360168,0,2.017033339,0,3.138173761,N
0,2.083738094,0,0,2.161368002,0,3.66352169,0,1.827181272,0.676176888,0.698970004,1.491361694,0.698970004,3.7376001,0,0,2.267071715,0,1.568201724,0,3.395970697,0,0,1.386145287,0,0.77815125,0,3.626694535,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.407626509,0,0,1.681241237,0,3.407626509,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.59528343,1.087779547,0.301029996,1.505149978,0.301029996,3.735162517,0,0,2.087150176,0,1.944482672,0,3.944482672,0,2.194982809,3.620558069,0.301029996,1.556302501,0.301029996,4.407929193,N
0,0,0,0,0,0,0,0.301029996,3.714366929,0,0.397940009,1.886490725,0.698970004,4.413336934,0.301029996,2.676642812,3.202145325,0.176091259,1.477121255,0.477121255,4.315484598,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.246566198,0,0,1.84509804,0,3.723687452,0,0,0,0,0,0,0,0.301029996,3.097179387,0,0.477121255,0.698970004,0.77815125,4.345936171,N
0.301029996,3.727910695,0,0,2.08278537,0.301029996,3.727910695,0,0,0,0,0,0,0,0,3.407626509,0,0,0.77815125,0,3.407626509,0,1.352843926,1.386145287,0.301029996,0.77815125,0.301029996,3.748811321,N
0,0,0,0,0,0,0,0.477121255,2.231341217,0,-0.477121255,2.204119983,0,3.076439257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.689206855,1.755974878,0.477121255,1.954242509,0.477121255,3.967861673,0,0,3.407626509,0,0.301029996,0,3.407626509,0,0,2.931339283,0,2.033423755,0,2.931339283,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.235083773,2.058992514,0.301029996,2.123851641,0.301029996,3.439203756,N
0,1.213040691,0,0,1.041392685,0,3.302945803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.301029996,2.334860251,0,0.176091259,1.963787827,0.477121255,3.448803603,0,0,2.496937643,0,1.544068044,0,2.974058898,0,0,0,0,0,0,0,0,0,1.391813357,0,2.017033339,0,3.272626949,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.608043461,0,-0.301029996,1.929418926,0,3.608043461,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,1.74642956,0,0,1.944482672,0,3.710217388,0,0,1.784377218,0,1.755874856,0,3.884747764,0,0,0,0,0,0,0,N
0,3.465904168,0,0.477121255,2.164352856,0.477121255,4.012631488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,1.916781874,0,0,2.146128036,0,3.550250329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,3.431117466,0,0,2.033423755,0,3.431117466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.698970004,3.675626647,0,-0.096910013,1.505149978,0.602059991,3.825218647,0,0,0,0,0,0,0,0,0,3.36452702,0.301029996,1.361727836,0.301029996,3.496929648,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698970004,3.135695515,0,-0.698970004,1.681241237,0,3.980793555,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13341459,0,0,2.178976947,0,3.595812588,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.193124598,0,2.178976947,0,3.193124598,N
0.301029996,2.480872708,0,-0.301029996,0.903089987,0,3.179842713,0.301029996,0,1.695319569,-0.301029996,1.531478917,0,3.480649404,0,0.981412682,0,0,0,0,3.243863772,0,2.569386076,0,0,1.612783857,0,3.414484116,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.138922755,0,0.301029996,1.146128036,0.301029996,3.564544343,N
0,1.332612561,0,0,1.826074803,0,3.39707055,0,0.998681958,0.708706113,0.301029996,1.954242509,0.301029996,3.132731794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0.602059991,2.898175752,0,0.096910013,1.832508913,0.698970004,3.676327002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179739804,0,0,1.146128036,0,3.407626509,0,0,1.274605029,0,1.62324929,0,3.414484116,N
0,3.113622157,0,0,1.041392685,0,3.113622157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,2.753650676,0,0,1.799340549,0,3.355710667,0,0,1.791505692,0,1.959041392,0,3.755293519,0,0,0,0,0,0,0,N
0,3.149295725,0,0,1.72427587,0,3.149295725,0,0,2.128960858,0,1.84509804,0,3.275088893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
