B1,I1,C1,P1,B2,I2,C2,P2,B3,I3,C3,P3,B4,I4,C4,P4
0,0,0,0,0,0,0,0,0,1.784709731,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.301029996,0,4.291742647,0.176091259,0.301029996,2.493151673,0,-0.301029996
0,1.641226344,0,0.301029996,0,3.383745137,0,0,0,0,0,0,0,0,1.691141465,0.301029996
0,1.827181272,0.676176888,0.698970004,0,0,2.267071715,0,0,0,1.386145287,0,0,0,0,0
0,1.59528343,1.087779547,0.301029996,0,0,2.087150176,0,0,2.194982809,3.620558069,0.301029996,0,0,0,0
0,3.246566198,0,0,0,0,0,0,0.301029996,3.097179387,0,0.477121255,0,0,0,0
0,1.689206855,1.755974878,0.477121255,0,0,3.407626509,0,0,0,2.931339283,0,0,0,0,0
0,0,2.496937643,0,0,0,0,0,0,0,1.391813357,0,0,0,0,0
0,1.369217865,0,0,0,0,0,0,0,0,0,0,0,0,3.200960356,0
0.602059991,0,3.37307299,-0.301029996,0.698970004,0,2.689243955,-0.698970004,0.477121255,0,3.521371142,0.124938736,0.301029996,2.727512686,3.61265466,0.301029996
0,3.142787837,3.409187392,0.301029996,0,0,3.114857398,0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.271193555,0,-0.301029996
0,0.998681958,0.708706113,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0,3.289049002,1.761738896,0.77815125,0,0,0,0,0,0,2.880906478,0.301029996,0,3.546542663,3.431829159,0.301029996
0,0.676176888,1.422415658,0.301029996,0,0,3.656278258,0.477121255,0,0,0,0,0.301029996,2.380338025,2.408333676,0
0,0,2.128960858,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.602059991,0,1.651618771,-0.602059991,0,0,0,0,0,0,3.541818285,0
0,1.644961905,0,0,0,0,0,0,0,0,2.630309287,0,0,0,1.615696173,0.301029996
0,0,0,0,0,0,3.130922206,0,0,0,2.540075229,0,0,0,0,0
0,0,0,0,0.602059991,1.60159877,0,-0.602059991,0,0,3.419721329,0,0,0,0,0
0,0,0,0,0.301029996,1.534589403,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.301029996,3.017196484,3.361512529,0.176091259,0,0,1.313893868,0
0,1.40632066,0,0,0,0,0,0,0,0,0,0,0,1.70687447,1.635012535,0.301029996
0.477121255,3.78594785,3.337617612,0.124938736,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.640682535,0,0,0,0,0,0,0,0,0,0
0,3.016042646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.89160537,0,0,0,0,0,0
0,1.128522177,0,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.106985586,0,0
0,-0.192582069,1.627624545,0.477121255,0.301029996,1.452391627,2.15403954,0.544068044,0.301029996,0,4.015616832,0.397940009,0.477121255,2.05498258,1.986693704,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,1.706455402,0,0
0,1.731546356,0,0,0,0,0,0,0,0,0,0,0,0,2.132295553,0
0,1.007238409,0,0,0,0,0,0,0,3.138173761,0,0,0,0,1.516629796,0
0,0,1.307463135,0,0,0,0,0,0,1.383656487,2.64372787,0.301029996,0,0,0,0
0,0,0,0,0,0,3.898988203,0.301029996,0,0,1.751726284,0,0,0,0,0
0,1.78895511,1.576365026,0.77815125,0.301029996,0,1.095141993,0,0.301029996,0,2.767922586,0.397940009,0,0.868408907,1.227122796,0.477121255
0,0,0,0,0,0,0,0,0.301029996,0,3.630133781,-0.301029996,0,0,0,0
0.477121255,1.516820587,0,-0.477121255,0,0,0,0,0.301029996,2.37354123,0,0,0,1.176218042,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.694629793,0,0.301029996
0,3.163475845,0,0,0,0,0,0,0,0,2.931339283,0,0,0,0,0
0,3.169302314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.017196484,0,0,0,0,0,0
0,0.882299672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,1.386839911,1.177884754,0
0,0,0,0,0,0,0,0,0.477121255,2.82933646,1.716827688,0.367976785,0.301029996,0,2.050302995,0.176091259
0,0,0,0,0,0,0,0,0,2.124403576,0,0,0,0,2.065971223,0
0,1.681167921,0,0.477121255,0,0,3.407626509,0,0,0,0,0,0,0,0,0
0,1.744803379,1.545864532,0.602059991,0.301029996,0,2.242805863,0.176091259,0.301029996,1.957666865,3.044996739,0.301029996,0,3.064697031,3.447842217,0.477121255
0,1.584678882,0,0,0,0,0,0,0,2.848543285,0,0,0,0,0,0
0,0,0,0,0,0,1.52188629,0,0,0,1.820670511,0,0,0,1.115761755,0
0,0,0,0,0,0,0,0,0,3.115372737,0,0,0,1.342741992,1.553716658,0.301029996
0.301029996,2.120920641,0,0,0.301029996,0,0.647282957,-0.301029996,0,0,0,0,0,0,0,0
0,2.201377993,0,0,0,1.166331422,0,0,0.477121255,1.581975203,3.596607567,-0.176091259,0,0,0,0
0,0,0,0,0,0,1.821575196,0,0,0,0,0,0,3.260085549,0,0
0,0,0,0,0,2.782488912,2.776153422,0.477121255,0,1.783360521,3.66050428,0.602059991,0,3.132866542,3.660697912,0.301029996
0,1.741416219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.679763559,0,0,0.301029996,3.303440686,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.913138611,0.853649825,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,2.259168688,0,0.301029996
0,0,0,0,0,0,0,0,0,0,2.866342654,0,0,0,0,0
0,0,0,0,0,0,0,0,0.698970004,2.362882439,0,0,0,0,0,0
0,0,1.656376375,0,0,0,2.184524427,0,0,0,2.011454392,0,0,0,3.356995562,0
0,0,0,0,0,1.567256287,0,0.477121255,0,0,2.335302869,0,0,0,0,0
0.602059991,2.252614653,2.840285556,-0.124938737,0,0,2.313064827,0,0.301029996,2.241903314,3.149573281,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.206275282,0,0.301029996
0.301029996,0,2.714808585,-0.301029996,0,0.944075273,1.502461879,0.602059991,0.301029996,0,2.81832043,0.176091259,0,0,0,0
0,3.468921307,3.409187392,0.477121255,0,0,1.219996745,0,0,0,3.621772844,0.301029996,0,0,0,0
0,0,0,0,0,0,3.715446407,0,0,0,0,0,0,0,0,0
0.477121255,3.05237506,1.049366152,0.124938736,0,2.644065244,2.643452676,0.301029996,0,1.013491832,1.228321368,0.301029996,0,0,3.58944474,0.301029996
0,1.708630985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.410407756,0,0.602059991,0,0,0,0
0,0.893222408,1.555704875,0.477121255,0,0,0,0,0,0,2.892742613,0,0,0,0,0
0,0,1.722424422,0,0,0,3.203467379,0,0,0,0,0,0.301029996,1.977944396,3.342700929,0.176091259
0,0,1.312277379,0,0,2.653800951,3.23153525,0.301029996,0,2.059310398,2.674121426,0.301029996,0,0,0,0
0,2.559466362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.732982197,0,0,0,0,0,0,0,3.408333676,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.957487061,0,0
0,0,3.337617612,0,0.301029996,0,3.417427673,0,0,0,1.211168697,0,0,0,1.754935571,0
0,0,0,0,0,1.02970683,0,0,0,0,3.151898918,0,0,0,0,0
0,0,0,0,0,1.323047296,0,0,0,0,1.588007395,0,0,0,3.372919897,0
0.301029996,3.172705261,0,-0.301029996,0,0,0,0,0,3.102632223,0,0.301029996,0.477121255,1.643696985,0,-0.176091259
0,1.910532462,0,0,0,0,0,0,0,2.122479299,0,0,0,0,1.612149652,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.921682231,1.715461832,0.602059991
0,0,0,0,0,0,2.930505254,0,0,0,1.938500104,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.657708658,2.723604548,0.477121255,0,0,3.857459279,0
0.301029996,0,4.045877824,-0.301029996,0.477121255,0,3.431952202,-0.477121255,0.301029996,0,2.419455922,-0.301029996,0.477121255,0,1.829769168,-0.477121255
0,0,1.187629172,0,0,0,0,0,0,0,1.590482036,0,0,0,2.897492988,0
0,0,0,0,0.301029996,3.105946535,0,0.176091259,0.301029996,0,2.412869875,0.176091259,0,0,2.037945886,0.301029996
0,0,0,0,0,0,0,0,0.301029996,3.098020273,3.403047275,0.176091259,0.301029996,3.198522983,1.135278105,0
0,0,1.067240875,0,0,0,1.845221132,0,0,0.401032936,1.240162701,0.477121255,0,0,0,0
0,1.540100424,0,0.477121255,0.602059991,1.883412535,1.036622794,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.1821994,0,0
0.301029996,1.200550624,0,-0.301029996,0,0,2.335235165,0,0,0,0,0,0,1.327259581,2.812739326,0.477121255
0,1.166678131,0,0.301029996,0.602059991,0,1.737342661,-0.602059991,0.477121255,3.421181302,0,-0.176091259,0.698970004,1.178624033,3.613753363,-0.096910013
0,0,0,0,0,0,2.058564684,0.301029996,0,0,0,0,0,0,3.673949892,0
0,2.676666932,0,0,0,0,3.045222966,0,0.477121255,3.299842361,2.067220344,0.22184875,0,0.827223982,1.793919456,0.602059991
0,0,0,0,0,0,0,0,0,0,0,0,0.602059991,2.129601975,0,-0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,3.680335513,0,0
0,2.539534326,1.561415854,0.602059991,0,0,1.258407396,0,0,0,0,0,0,1.774878221,1.829255918,0.698970004
0,0,0,0,0,0,0,0,0,0,2.363887174,0,0,0,0,0
0,2.714808585,1.937786224,0.602059991,0,0,2.774717156,0.602059991,0,0,1.724342407,0.301029996,0,0,1.750924909,0.301029996
0,0,0,0,0,2.342422681,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.301029996,3.407149289,0,-0.301029996,0,0,0,0
0,1.324626754,0,0,0,1.429902904,1.611137926,0.301029996,0,2.00937518,3.419721329,0.301029996,0.477121255,0,2.351675494,-0.477121255
0,0,0,0,0,0,0,0,0,3.414484116,0,0,0,0,2.476614231,0
0,2.714808585,0,0,0,0,1.01179921,0,0,0,1.263112497,0,0,0,3.139879086,0
0,0,0,0,0,1.475643577,0,0,0,0,0,0,0,0,0,0
0,0,2.259936186,1,0,0,1.596468908,0.698970004,0,2.270274697,2.899228667,1.146128036,0,0,1.499897808,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,2.139879086,0,0
0.477121255,2.51956747,0,0,0,0,0,0,0,2.139876713,2.465004574,0.602059991,0,0,0,0
0,0,0,0,0,0,0,0,0.477121255,2.775214102,0,-0.176091259,0,0,0,0
0,0.994853347,0.869710545,0.301029996,0,0,3.732248569,0,0,0,3.769432641,0,0,0,0,0
0,0,0,0,0,1.051110775,0,0.301029996,0,0,0,0,0,0,0,0
0.903089987,2.582260556,3.39415395,1.041392685,0.84509804,0,3.40439051,-0.243038049,0.477121255,0,3.977925485,-0.397940009,0.602059991,0,3.721819356,0.176091259
0.301029996,2.714808585,0,0,0,0,0,0,0,1.846282391,3.6787818,0.301029996,0,3.738438536,3.43085674,0.301029996
0,0,0,0,0.477121255,2.128872908,0,-0.477121255,0.477121255,0,3.930063622,-0.176091259,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.132866542,0,0
0,0,0,0,0,0,0,0,0,1.046457401,0,0,0,0,2.465452023,0.301029996
0,1.249273878,0,0,0,0,0,0,0,0,0,0,0,3.498174343,0,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.39624166,0,-0.301029996
0.301029996,1.884797372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.456451444,3.977499029,0.301029996,0,0,0,0,0,1.571280592,1.696910085,0.602059991
0,0,0,0,0,0,0,0,0,0,0,0,0,2.697271656,2.250113625,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,1.189530894,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,1.776423049,0,0
0.301029996,0,2.528848017,0.301029996,0,1.500785173,1.100328797,0.301029996,0,0,1.973207561,0.301029996,0,3.130799164,3.597695186,0.301029996
0,2.695584007,0,0,0,0,2.784166623,0,0,0,0,0,0,3.70954107,0,0.602059991
0,1.644945963,0,0.301029996,0,0,2.267071715,0,0,3.626694535,0,0,0,1.788793838,0,0
0.301029996,2.367217406,2.917635889,1.204119983,0.698970004,1.10914447,2.729628168,0.301029996,0,0,1.973037945,0.301029996,0.301029996,0,4.134536121,0.698970004
0,0,0,0,0,0,0,0,0,2.536113769,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.89160537,0,0,0,0,0,0
0.698970004,2.53978156,2.673523563,0.698970004,0,0,0,0,0,0,1.851778539,0.301029996,0.301029996,0,2.982398016,-0.301029996
0.301029996,3.054680671,0,0,0,0,3.66530178,0,0.301029996,2.637389115,2.726067802,0.301029996,0,0,3.049344805,0
0.477121255,2.586379176,0,0.301029996,0,0,2.11396206,0,0,0,0,0,0.301029996,0,2.095907923,-0.301029996
0,3.054680671,0,0,0,0,0,0,0,2.795010559,0,0,0,0,0,0
0,1.807574477,0,0,0,0,2.272445019,0,0,0,1.000332538,0,0,0,1.742715323,0.301029996
