B1,I1,C1,P1,B2,I2,C2,P2,B3,I3,C3,P3,B4,I4,C4,P4
0,2.014711412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.055149606,0,0.698970004,0,0,0,0
0,0,0,0,0,0,0,0,0,1.176091259,0,0,0,0,3.139879086,0
0,0,0,0,0,3.169302314,0,0,0,0,0,0,0,0,0,0
0.77815125,3.636502256,1.754761192,-0.176091259,0.602059991,3.495434478,0,-0.124938737,0,0,3.808674728,0.301029996,0,0,0,0
0,0,0,0,0,3.384758869,0,0,0,0,0,0,0,0,0,0
0.301029996,4.559120102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.39707055,0,-0.301029996
0,0,0,0,0,1.40632066,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.847857287,0,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.201660545,0,-0.301029996
0,3.179842713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.69983577,0,0,0,0,0,0,0,0,0,0,0,1.386145287,0,0
0,0,0,0,0,2.706289848,0,0,0,3.407626509,0,0,0,0,0,0
0,3.149295725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.704032602,1.22053252,0.903089987,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.979957039,0.301029996
0,0,0,0,0,0,0,0,0,3.245512668,0,0,0,0,0,0
0,0,0,0,0.301029996,1.326402022,0,-0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.268157915,0,0
0,0,0,0,0,2.015838581,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.390367187,0,0.301029996,0,0,0,0,0,0,0,0
0,2.895533495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.852278116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.13008747,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.265848754,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.26462429,0,0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.138173761,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.794480012,0,0
0.301029996,3.377563083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.301029996,2.837174669,0,-0.301029996,0,1.936657335,0.983583301,0.477121255,0,0,0.723003671,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.157794352,0,0,0,0,0,0
0,1.47866187,0,0,0,0,0,0,0,0,1.07996266,0,0,0,0,0
0.602059991,1.681599667,0,-0.301029996,0,0,0,0,0,0,1.042138524,0,0,3.115372737,3.118691333,0.301029996
0,1.818032448,0,0.477121255,0.602059991,2.033218473,0,-0.124938737,0,0,3.140405056,0,0,0,0,0
0,1.077636521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.698970004,3.362491695,0,-0.602059991,0,0,0,0,0,0,0,0,0,0,0,0
0.602059991,3.128361453,0,-0.301029996,0.301029996,2.696444905,0,-0.301029996,0,0,0,0,0,0,0,0
0,2.105250878,0,0.698970004,0,1.99311798,1.711691286,0.698970004,0,0,0,0,0.301029996,3.237808209,1.050980118,0.176091259
0,0,0,0,0,3.493004698,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.297643998,0,0,0,0,0,0,0,0,0,0
0,3.852278116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.445399565,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.315926935,0,0
0,0,0,0,0.477121255,2.953996211,2.739114422,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.061656901,0,0,0,0,0,0
0,0,0,0,0,2.794054895,1.59695077,0.698970004,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.69567455,0,0.176091259
0,3.179842713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.301029996,3.866511467,0,0.176091259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.054680671,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.301029996,2.200468846,0,0,0,0,2.710415354,0,0,0,0,0
0,0,0,0,0.477121255,1.917432756,0,-0.477121255,0,0,0,0,0,0,0,0
0,0,0,0,0,3.016042646,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.301029996,3.153788186,0,-0.301029996,0.477121255,1.122322034,1.569318371,-0.176091259,0,0,0,0
0,0,0,0,0,3.13008747,2.543091225,0.602059991,0,0,1.211726857,0,0,0,1.687327569,0
0,0,0,0,0.301029996,3.153788186,0,-0.301029996,0,0,0,0,0,0,0,0
0,3.516589849,0,0.301029996,1.176091259,2.797141826,3.501951696,-0.176091259,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.543040257,0,0,0.301029996,0,3.850868922,-0.301029996
0.301029996,3.295298359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.295279585,2.461486223,0.602059991,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.17356616,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.699160795,0,0,0,0,0,0,0.301029996,0,1.733712076,-0.301029996
0.301029996,2.253334979,0,-0.301029996,0,0,0,0,0,0,3.407626509,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.408239965,0,0,0,0,0,0
0,0,0,0,0.301029996,1.565250238,0,-0.301029996,0,0,0,0,0,0,0,0
0.477121255,3.732794499,1.572988069,0.124938736,0,0,0,0,0,0,0,0,0.301029996,0,2.927724531,-0.301029996
0,0,0,0,0,0.917478555,0,0,0,0,0,0,0,0,2.329279291,0
0,0,0,0,0,3.089745848,0,0,0,0,0,0,0,0,0,0
0.301029996,3.038989266,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.371927343,0,0,0,0,0,0,0,0,0,0
0.301029996,3.545111861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.477121255,2.679303711,1.554364975,-0.176091259,0.301029996,1.15455003,2.694390395,0.176091259,0,0,1.419957309,0,0,0,1.274605029,0
0,0,0,0,0,3.163475845,0,0,0,0,0,0,0,0,0,0
0.602059991,2.459855906,2.199065602,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.966959257,2.612356922,0.602059991,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.448512582,0.604149544,0.698970004,0,0,0,0,0,0,0,0
0,0,0,0,0,3.169302314,0,0,0,0,0,0,0,0,0,0
0,1.068974453,0,0.301029996,0,0,0,0,0,0,0,0,0,0,3.11916598,0.301029996
0,0,0,0,0,0,0,0,0,3.045222966,0,0,0,1.848124438,3.034074709,0.477121255
0,3.179842713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.067417356,0,0,0,0,0,0,0,0,0,0,0,0,2.892742613,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.492432941,1.451040255,0
0,2.627481659,0,0.477121255,0,0,0,0,0.301029996,0,3.751993578,0,0,0,0,0
0,0,0,0,0,1.538717326,0,0,0,0,0,0,0,3.139879086,0,0
0,0,0,0,0,3.059895921,0,0.301029996,0,0,0,0,0,1.55197251,0,0
0,0,0,0,0,2.921132811,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.13008747,0,0,0,0,0,0,0,0,0,0
0,4.1752218,0,0,0.477121255,3.380150919,2.732613372,-0.176091259,0,0,0,0,0,0,2.931339283,0
0,0,0,0,0,3.371927343,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.051579578,0,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,3.39707055,0,0
0,0,0,0,0.301029996,2.832508913,0,-0.301029996,0,0,0,0,0,0,2.307914486,0
0,0,0,0,0,2.665666582,0,0,0,0,0,0,0,0,1.548427303,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.48296647,0,0.301029996
0.477121255,0.946909952,0,-0.477121255,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.714808585,0,0,0,0,0,0,0.301029996,2.721016662,0,0
0,3.077488135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.063349839,0,0.301029996,0.477121255,2.882381107,2.484441098,-0.176091259,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.882881597,0,0,0,0,0,0
0,2.005554268,0,0,0,0.408111828,1.080128673,0.301029996,0,0,0,0,0,0,3.118691333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.011608885,0,0
0,2.901396876,0,0,0,0,0,0,0,3.407626509,3.097725445,0.301029996,0,0,0,0
0,3.038989266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.167077261,0,0,0,0,0,0
0,0,0,0,0.477121255,2.554162206,0,-0.477121255,0,0,0,0,0,0,0,0
0,3.656963967,0,0,0,2.932066137,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.919949295,0,-0.301029996
0.698970004,2.099100825,0,-0.22184875,0.698970004,1.484359664,0,-0.698970004,0,0,0,0,0,0,0,0
0,3.179842713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.301029996,3.21987877,0,-0.301029996,0.301029996,2.996614002,2.695584007,0,0,3.134175291,0,0.301029996,0,0,0,0
0,1.964606265,0,0,0,1.233010103,1.057606881,0.477121255,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.731863959,0,-0.301029996
0,2.025298326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.698970004,1.660812503,0,-0.397940009,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.6787818,0,0
0.301029996,3.375156861,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.268157915,0,-0.301029996
0.602059991,1.910578754,0,-0.602059991,0,0,0,0,0.301029996,0,2.38643721,-0.301029996,0.477121255,1.96507089,0,-0.477121255
0,0,0,0,0,0,0,0,0,0,0,0,0,3.193772609,0,0
0,0,0,0,0,3.260972758,0,0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.301029996,1.661645681,0,-0.301029996,0,3.6787818,0,0
0,0,0,0,0,2.987384586,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.301029996,2.413778589,0,-0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.414484116,0,0
0,0,0,0,0,3.214381514,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.662948622,0,0,0,0,0,0,0,0,0,0
0.301029996,3.108070218,0,0,0,0,0,0,0,0,1.134175291,0.301029996,0,0,3.103815061,0.301029996
0,3.267599254,0,0,0,0,0,0,0,0,0,0,0.301029996,0,2.365067928,-0.301029996
0,2.485516814,0,0,0,0,0,0,0,0,0,0,0,2.862473197,0,0.477121255
0,0,0,0,0,3.193124598,0,0,0,0,3.322789422,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.250615731,0,0.477121255,0,0,0,0
0,3.615517326,0,0.477121255,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.103396943,0,0
0,0,0,0,0,3.479210808,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.994498718,0,0.477121255,0,0,0,0,0,0,0,0
0,3.137102034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,1.815954466,0,-0.301029996
0,0,0,0,0.301029996,2.090121067,0,-0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.329279291,0,0
0,0,0,0,0,3.685049427,0,0,0,1.989567479,0,0,0,0,1.682211863,0
0.301029996,2.227403017,0,-0.301029996,0,0,3.13008747,0,0,0,0,0,0,0,0,0
0,0,0,0,0.477121255,2.842546525,0,-0.176091259,0,0,2.74419297,0,0,0,0,0
0,0,0,0,0,3.13008747,0,0,0,0,0,0,0,0,0,0
0,2.137150788,0,0.477121255,0,0,0,0,0,0,0,0,0,0,0,0
0,1.696274671,0,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.764585282,1.483960679,0.477121255
0,2.812592161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.081739483,0,0
0,0,0,0,0,1.583813982,0,0.301029996,0.301029996,0,2.065203828,-0.301029996,0,0,0,0
0,0,0,0,0,2.394264468,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.283275951,0,0.301029996
0,0,0,0,0,1.455670776,0,0.301029996,0,1.687467205,1.766742517,0.301029996,0,0,0,0
0,0,0,0,0,0,0,0,0,3.52234422,0,0,0,0,0,0
0.477121255,3.183926517,0.963300368,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.695584007,0,0,0,0,0,0,0,1.136382891,0,0
0,3.765870336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.112130326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.776268653,1.25013126,0.301029996
0,0,0,0,0,2.662948622,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.036030835,0,0.301029996,0,0,0,0,0,0,1.976921267,0
0,3.631182787,0,0.301029996,0,3.474596156,0,0,0,0,1.671860539,0.301029996,0.301029996,0,3.419721329,-0.301029996
0.698970004,1.532675299,0,-0.602059991,0,0,0,0,0,0,0,0,0,0,0,0
0,3.935495168,0,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.097725445,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.22109411,0.301029996,0,0,0,0
0.301029996,3.852278116,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0.301029996,1.995056964,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.486634793,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.172705261,0,0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,3.519651466,0,0.477121255,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.931339283,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.315926935,0,0
0,0,0,0,0,3.390383061,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,3.017196484,0,-0.301029996
0,0,0,0,0,1.759019608,0,0,0,3.097725445,3.407626509,0.301029996,0,0,0,0
0,0,0,0,0.301029996,1.842395661,0,0,0,0,2.74419297,0,0,0,2.935017461,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,2.204340555,0,0
0.477121255,2.594763724,0,-0.176091259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.714711421,0,0,0,0,2.164283539,0,0,0,3.596607567,0
0.301029996,3.375156861,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,1.59773,0
0.77815125,2.786269863,1.270991035,0.124938736,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.301029996,1.322481401,1.285235729,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.245512668,0,0
0,1.435637608,0,0,0,0,0,0,0,0,0,0,0,2.696179214,0,0
0,0,0,0,0,0.519933822,0,0,0,0,0,0,0,1.81377706,0,0.477121255
0,0,0,0,0,0,0,0,0,0,2.011184167,0,0.301029996,2.216075993,3.494317738,0
0,0,0,0,0,2.839951387,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.016042646,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.303169124,0,0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.301029996,2.67959696,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.43358179,0,0.477121255,0,0,0,0
0,0,0,0,0,3.317072642,0,0,0,0,0,0,0,0,0,0
0,1.991313829,0,0,0,0,1.935110867,0,0,0,0,0,0,0,0,0
0,1.926373022,0,0,0,0,1.550303873,0,0,0,0,0,0,0,0,0
0,1.790461176,0,0.301029996,0,0,0,0,0,0,2.74419297,0,0,0,1.591415956,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0.301029996,2.982410551,0,0
0,3.302945803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.477121255,2.140981383,1.310387688,-0.176091259,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.656417654,0,0,0,0,0,0
0,3.179842713,0,0,0,2.855192201,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.201660545,0,0
0.477121255,2.526784861,0,-0.176091259,0,0,0,0,0.301029996,2.441728188,0,-0.301029996,0,3.32566454,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.540075229,0,0
0.301029996,3.751355717,0,-0.301029996,0,0,0,0,0,0,0,0,0,0,3.573656945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.931339283,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.649961075,0,0.301029996
0,0,0,0,0,0,0,0,0,0,0,0,0,1.915196533,0,0
0.477121255,2.195053216,0,-0.477121255,0,0,0,0,0,0,0,0,0,0,0,0
0,2.074126865,0,0,0,0,0,0,0,0,0,0,0,0,2.540075229,0
0,0,0,0,0,0,0,0,0,0.776039096,0,0.301029996,0,0,2.897277116,0.301029996
0.301029996,1.712377606,0,0,0,0,0,0,0,0,0,0,0,0,3.076721809,0
0,1.214165275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.258477645,0,0.301029996,0,0,0,0
0,0,0,0,0,1.271413482,0,0.301029996,0.602059991,0.936168399,1.532278905,0.096910013,0,1.55052745,1.177445324,0.477121255
0,0,0,0,0.477121255,3.255462733,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.587471795,0,0.301029996
0,1.92799883,0,0,0,0,0,0,0,0,2.82989221,0,0,0,0,0
0,3.607445533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.426847698,0,0.301029996,0,0,0,0,0,0,0,0
0,1.214416913,0,0,0,0,0,0,0,0,0,0,0,0,2.300540763,0
0,0,0,0,0,1.453859771,0,0,0,0,0,0,0,0,1.082698032,0
0,1.701273623,0,0,0,0,0,0,0,1.567772799,0,0,0,0,0,0
0,3.138204664,0,0,0,0,2.714808585,0,0,0,0,0,0,0,0,0
0,3.138204664,0,0,0,0,2.714808585,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.172705261,0,0,0,0,0,0,0,0,0,0
0,3.429391449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.097725445,0,0,0,0,0,0
0,1.121798072,0,0.301029996,0.84509804,1.599469307,1.610242618,-0.146128036,0.301029996,0,1.783541252,0,0,0,0,0
0,0,0,0,0.477121255,1.616795702,0,-0.477121255,0,0,0,0,0,0,0,0
0,3.213775821,0,0,0.477121255,3.567277092,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.301029996,2.692181059,0,-0.301029996,0,0,0,0,0,0,1.010797972,0
0.477121255,3.179842713,0,-0.477121255,0.301029996,0,2.054680671,-0.301029996,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.097725445,0,0,0,0,0,0
0.477121255,3.067734394,0,-0.176091259,0,0,0,0,0.301029996,3.849439352,0,0.176091259,0,0,0,0
0,3.319172734,0,0.477121255,0,0,0,0,0,0,0,0,0,0,0,0
0,1.673684746,0,0,0,1.904589829,1.821012946,0.477121255,0,0,0,0,0,0,3.630133781,0
0,0,0,0,0,0,0,0,0.477121255,2.805566518,0,-0.477121255,0,0,0,0
0,0,0,0,0,1.754219962,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.975920705,0,0.301029996,0,0,0,0
